ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Backscatter,SE-1588,DE-1631,SE-1631,Xray-NaI
176,51.706,765.509,844.748,821.711,208.243,121.213,187.864,18.885,14.174,2.631,0.248,0.338,153.926,62.049,56.507,8.028,8.666,1.973,0.000
177,52.046,747.583,849.376,823.994,208.984,121.568,188.518,18.938,14.215,2.640,0.249,0.357,155.357,62.233,57.598,8.050,8.690,1.979,0.000
178,52.385,754.809,854.255,826.277,209.744,121.924,189.184,18.991,14.255,2.648,0.250,0.378,156.891,62.417,58.798,8.073,8.715,1.984,0.000
179,52.725,742.701,859.412,828.560,210.525,122.283,189.866,19.045,14.296,2.657,0.250,0.401,158.539,62.602,60.120,8.096,8.739,1.990,0.000
180,53.064,922.664,864.877,830.843,211.331,122.644,190.563,19.099,14.336,2.666,0.251,0.427,160.312,62.789,61.579,8.118,8.763,1.995,0.000
181,53.404,873.481,870.684,833.126,212.166,123.007,191.278,19.154,14.377,2.675,0.252,0.456,162.222,62.977,63.188,8.141,8.788,2.001,0.000
182,53.743,859.855,876.848,835.410,213.015,123.374,192.013,19.208,14.418,2.684,0.253,0.488,164.284,63.166,64.960,8.164,8.813,2.006,0.000
183,54.083,850.008,883.396,837.693,213.870,123.743,192.768,19.263,14.459,2.693,0.253,0.523,166.512,63.357,66.915,8.186,8.837,2.012,0.000
184,54.422,823.674,890.347,839.976,214.726,124.116,193.548,19.318,14.500,2.703,0.254,0.563,168.923,63.550,69.054,8.209,8.862,2.018,0.000
185,54.762,917.234,897.720,842.259,215.579,124.492,194.353,19.374,14.542,2.713,0.255,0.606,171.536,63.745,71.381,8.232,8.887,2.023,0.000
186,55.101,919.494,905.546,844.542,216.423,124.872,195.186,19.430,14.583,2.723,0.255,0.654,174.371,63.941,73.907,8.255,8.911,2.029,0.000
187,55.441,964.055,913.821,846.825,217.255,125.257,196.051,19.486,14.625,2.733,0.256,0.708,177.449,64.140,76.608,8.278,8.936,2.035,0.000
188,55.781,940.946,922.553,849.108,218.069,125.647,196.949,19.543,14.667,2.744,0.257,0.767,180.796,64.342,79.467,8.301,8.961,2.040,0.000
189,56.120,939.909,931.765,851.391,218.859,126.042,197.885,19.600,14.709,2.755,0.258,0.833,184.438,64.546,82.481,8.325,8.986,2.046,0.000
190,56.460,940.986,941.439,853.674,219.622,126.442,198.862,19.658,14.752,2.766,0.258,0.906,188.405,64.752,85.601,8.348,9.011,2.052,0.000
191,56.800,939.731,951.584,855.958,220.355,126.850,199.884,19.716,14.795,2.778,0.259,0.987,192.729,64.962,88.802,8.371,9.037,2.057,0.000
192,57.139,991.991,962.214,858.241,221.053,127.264,200.956,19.775,14.838,2.790,0.260,1.077,197.445,65.176,92.058,8.395,9.062,2.063,0.000
193,57.479,1039.879,973.311,860.524,221.715,127.686,202.082,19.834,14.882,2.802,0.260,1.177,202.594,65.392,95.309,8.418,9.087,2.069,0.000
194,57.819,1082.180,984.896,862.807,222.342,128.116,203.267,19.894,14.926,2.815,0.261,1.288,208.219,65.613,98.522,8.442,9.113,2.075,0.000
195,58.158,1111.884,996.979,865.090,222.930,128.555,204.518,19.955,14.970,2.828,0.262,1.411,214.366,65.838,101.658,8.466,9.139,2.081,0.000
196,58.498,1065.295,1009.584,867.373,223.481,129.005,205.840,20.016,15.015,2.842,0.263,1.547,221.089,66.084,104.659,8.490,9.164,2.087,0.000
197,58.838,1067.522,1022.719,869.656,223.998,129.465,207.240,20.079,15.060,2.857,0.263,1.698,228.444,66.320,107.494,8.514,9.190,2.092,0.000
198,59.178,1132.524,1036.431,871.939,224.484,129.937,208.727,20.142,15.106,2.872,0.264,1.866,236.496,66.561,110.120,8.538,9.217,2.098,0.000
199,59.518,1104.120,1050.755,874.222,224.941,130.422,210.308,20.206,15.153,2.888,0.265,2.044,245.313,66.808,112.495,8.562,9.243,2.104,0.000
200,59.857,1191.230,1065.753,876.506,225.377,130.921,211.992,20.272,15.200,2.905,0.266,2.224,254.972,67.062,114.594,8.587,9.269,2.110,0.000
201,60.197,1151.307,1081.501,878.789,225.794,131.435,213.790,20.338,15.247,2.922,0.266,2.404,265.559,67.322,116.396,8.612,9.296,2.117,0.000
202,60.537,1087.385,1092.697,875.672,224.835,131.169,214.484,20.282,15.202,2.924,0.266,2.581,276.226,67.182,117.585,8.583,9.266,2.110,0.000
203,60.877,1213.644,1104.854,872.555,223.868,130.920,215.314,20.226,15.158,2.926,0.265,2.752,288.017,67.050,118.462,8.556,9.236,2.103,0.000
204,61.217,1155.425,1118.100,869.439,222.899,130.692,216.293,20.173,15.114,2.930,0.264,2.914,301.042,66.926,119.021,8.528,9.206,2.096,0.000
205,61.557,1230.988,1132.585,866.322,221.933,130.485,217.437,20.120,15.071,2.934,0.263,3.065,315.426,66.811,119.271,8.500,9.176,2.089,0.000
206,61.897,1298.095,1148.484,863.205,220.976,130.302,218.761,20.070,15.029,2.940,0.262,3.200,331.306,66.706,119.228,8.473,9.146,2.082,0.000
207,62.237,1273.954,1165.980,860.088,220.031,130.145,220.282,20.021,14.988,2.948,0.261,3.318,348.830,66.613,118.901,8.446,9.117,2.076,0.000
208,62.577,1295.544,1185.290,856.972,219.104,130.017,222.021,19.974,14.948,2.957,0.260,3.415,368.164,66.531,118.319,8.419,9.088,2.069,0.000
209,62.917,1262.288,1206.650,853.855,218.197,129.920,223.999,19.930,14.910,2.967,0.260,3.490,389.490,66.462,117.509,8.392,9.059,2.063,0.000
210,63.257,1277.438,1230.312,850.738,217.315,129.858,226.238,19.888,14.872,2.980,0.259,3.540,413.006,66.407,116.493,8.366,9.031,2.056,0.000
211,63.597,1329.255,1256.565,847.622,216.459,129.834,228.766,19.849,14.836,2.995,0.258,3.565,438.933,66.367,115.309,8.340,9.003,2.050,0.000
212,63.937,1304.069,1285.716,844.505,215.632,129.852,231.609,19.813,14.801,3.011,0.257,3.564,467.512,66.344,113.985,8.314,8.975,2.043,0.000
213,64.277,1308.334,1318.094,841.388,214.835,129.916,234.800,19.781,14.768,3.031,0.256,3.536,499.009,66.339,112.547,8.288,8.947,2.037,0.000
214,64.617,1359.189,1354.072,838.272,214.069,130.031,238.373,19.751,14.737,3.053,0.256,3.483,533.717,66.353,111.030,8.263,8.920,2.031,0.000
215,64.957,1438.334,1394.038,835.155,213.335,130.202,242.365,19.726,14.707,3.078,0.255,3.406,571.959,66.389,109.455,8.239,8.894,2.025,0.000
216,65.297,1391.340,1438.422,832.038,212.633,130.435,246.817,19.706,14.680,3.106,0.254,3.306,614.087,66.449,107.845,8.215,8.868,2.019,0.000
217,65.638,1539.453,1487.697,828.921,211.965,130.735,251.775,19.690,14.656,3.137,0.253,3.185,660.492,66.534,106.225,8.191,8.842,2.013,0.000
218,65.978,1623.600,1542.364,825.805,211.331,131.109,257.289,19.680,14.633,3.173,0.253,3.045,711.604,66.647,104.605,8.168,8.817,2.008,0.000
219,66.318,1533.270,1602.977,822.688,210.730,131.566,263.413,19.675,14.614,3.212,0.252,2.891,767.893,66.790,102.996,8.146,8.793,2.002,0.000
220,66.658,1583.868,1670.144,819.571,210.164,132.112,270.209,19.678,14.598,3.257,0.251,2.724,829.880,66.966,101.413,8.124,8.770,1.997,0.000
221,66.998,1592.456,1744.523,816.455,209.634,132.759,277.741,19.687,14.585,3.306,0.251,2.548,898.135,67.177,99.855,8.103,8.747,1.992,0.000
222,67.339,1559.170,1826.839,813.338,209.141,133.514,286.083,19.704,14.576,3.360,0.250,2.366,973.288,67.429,98.330,8.083,8.725,1.987,0.000
223,67.679,1653.057,1917.886,810.221,208.686,134.390,295.315,19.730,14.571,3.421,0.250,2.181,1056.029,67.723,96.838,8.064,8.705,1.982,0.000
224,68.019,1709.128,2017.344,807.105,208.272,135.382,305.524,19.765,14.571,3.488,0.249,1.996,1145.950,68.063,95.373,8.046,8.685,1.977,0.000
225,68.359,1844.984,2123.594,803.988,207.900,136.467,316.806,19.804,14.576,3.562,0.248,1.813,1241.355,68.454,93.936,8.029,8.667,1.973,0.000
226,68.700,1925.911,2236.642,800.871,207.572,137.647,329.267,19.847,14.586,3.644,0.248,1.636,1342.139,68.901,92.521,8.013,8.650,1.969,0.000
227,69.040,1894.253,2356.520,797.754,207.288,138.920,343.021,19.892,14.602,3.734,0.247,1.465,1448.219,69.406,91.124,7.998,8.634,1.966,0.000
228,69.380,2047.622,2483.287,794.638,207.052,140.286,358.195,19.940,14.624,3.833,0.247,1.304,1559.518,69.976,89.739,7.985,8.620,1.963,0.000
229,69.721,2095.439,2617.023,791.521,206.865,141.747,374.916,19.988,14.653,3.943,0.247,1.152,1675.988,70.617,88.365,7.974,8.607,1.960,0.000
230,70.061,2206.847,2755.802,788.404,206.730,143.280,392.900,20.036,14.689,4.063,0.246,1.011,1795.999,71.332,86.993,7.964,8.597,1.957,0.000
231,70.402,2296.328,2894.908,785.288,206.649,144.825,411.964,20.084,14.733,4.196,0.246,0.882,1915.074,72.130,85.623,7.955,8.588,1.955,0.000
232,70.742,2475.549,3032.658,782.171,206.624,146.359,432.091,20.128,14.786,4.341,0.246,0.765,2031.566,73.015,84.253,7.948,8.580,1.954,0.000
233,71.082,2545.594,3167.454,779.054,206.654,147.859,453.261,20.170,14.848,4.501,0.246,0.659,2143.909,73.994,82.881,7.943,8.575,1.952,0.000
234,71.423,2795.368,3297.688,775.938,206.741,149.303,475.457,20.207,14.918,4.675,0.246,0.565,2250.527,75.075,81.508,7.940,8.571,1.951,0.000
235,71.763,2886.039,3421.781,772.821,206.885,150.669,498.667,20.239,14.999,4.867,0.246,0.482,2349.865,76.265,80.136,7.937,8.568,1.951,0.000
236,72.104,2994.519,3537.923,769.704,207.084,151.936,522.581,20.265,15.091,5.077,0.246,0.410,2440.436,77.571,78.767,7.937,8.568,1.951,0.000
237,72.444,3169.522,3643.841,766.587,207.340,153.083,546.320,20.284,15.194,5.307,0.246,0.347,2520.853,79.003,77.405,7.938,8.569,1.951,0.000
238,72.785,3193.008,3737.964,763.471,207.650,154.090,569.560,20.295,15.308,5.558,0.246,0.294,2589.874,80.570,76.053,7.940,8.571,1.951,0.000
239,73.125,3613.229,3818.925,760.354,208.013,154.943,592.002,20.299,15.435,5.832,0.246,0.248,2646.437,82.281,74.717,7.943,8.575,1.952,0.000
240,73.466,3723.936,3885.569,757.237,208.428,155.626,613.340,20.294,15.575,6.133,0.246,0.210,2689.687,84.147,73.401,7.948,8.580,1.953,0.000
241,73.806,3853.081,3936.983,754.121,208.892,156.129,633.276,20.281,15.729,6.461,0.246,0.177,2719.009,86.180,72.108,7.953,8.585,1.955,0.000
242,74.147,4084.640,3972.532,751.004,209.403,156.444,651.522,20.260,15.897,6.819,0.246,0.151,2734.041,88.392,70.846,7.959,8.592,1.956,0.000
243,74.488,4096.862,3991.874,747.887,209.962,156.568,667.811,20.230,16.082,7.210,0.246,0.130,2734.692,90.797,69.618,7.966,8.599,1.958,0.000
244,74.828,4274.308,3994.964,744.770,210.561,156.500,681.902,20.193,16.283,7.638,0.247,0.113,2721.146,93.411,68.429,7.973,8.606,1.960,0.000
245,75.169,4356.197,3982.078,741.654,211.200,156.244,693.586,20.149,16.502,8.104,0.247,0.100,2693.856,96.250,67.282,7.980,8.614,1.961,0.000
246,75.510,4532.568,3953.792,738.537,211.878,155.807,702.696,20.098,16.741,8.613,0.247,0.089,2653.537,99.331,66.180,7.987,8.622,1.963,0.000
247,75.850,4575.123,3910.974,735.420,212.593,155.200,709.106,20.042,16.998,9.169,0.247,0.080,2601.148,102.675,65.125,7.994,8.629,1.965,0.000
248,76.191,4643.497,3854.761,732.304,213.344,154.437,712.741,19.980,17.269,9.776,0.248,0.074,2537.865,106.302,64.121,8.000,8.636,1.966,0.000
249,76.532,4592.313,3786.536,729.187,214.130,153.534,713.574,19.914,17.552,10.439,0.248,0.068,2465.055,110.238,63.167,8.006,8.642,1.968,0.000
250,76.872,4565.608,3707.895,726.070,214.951,152.510,711.631,19.844,17.846,11.162,0.248,0.064,2384.237,114.507,62.264,8.011,8.647,1.969,0.000
251,77.213,4574.349,3620.612,722.954,215.809,151.387,706.990,19.771,18.151,11.951,0.248,0.061,2297.052,119.139,61.412,8.015,8.652,1.970,0.000
252,77.554,4674.832,3526.591,719.837,216.706,150.186,699.778,19.696,18.467,12.813,0.248,0.058,2205.216,124.165,60.611,8.018,8.655,1.971,0.000
253,77.895,4469.348,3427.833,716.720,217.644,148.932,690.170,19.620,18.793,13.753,0.248,0.056,2110.489,129.619,59.859,8.019,8.657,1.971,0.000
254,78.235,4346.018,3326.389,713.603,218.628,147.648,678.382,19.543,19.128,14.780,0.248,0.054,2014.632,135.538,59.155,8.020,8.657,1.971,0.000
255,78.576,4253.240,3224.314,710.487,219.664,146.357,664.669,19.467,19.465,15.901,0.248,0.053,1919.378,141.965,58.498,8.019,8.657,1.971,0.000
256,78.917,4214.132,3123.631,707.370,220.757,145.084,649.317,19.390,19.795,17.121,0.248,0.051,1826.393,148.943,57.886,8.017,8.654,1.970,0.000
257,79.258,4061.651,3026.253,704.253,221.916,143.850,632.637,19.315,20.113,18.385,0.248,0.051,1737.259,156.523,57.319,8.014,8.651,1.970,0.000
258,79.599,3900.798,2934.022,701.137,223.151,142.672,614.958,19.241,20.415,19.666,0.248,0.050,1653.443,164.757,56.793,8.009,8.646,1.968,0.000
259,79.940,3726.579,2848.670,698.020,224.473,141.546,596.618,19.169,20.699,20.950,0.248,0.049,1576.290,173.705,56.311,8.003,8.639,1.967,0.000
260,80.281,3631.134,2771.811,694.903,225.893,140.479,577.961,19.099,20.960,22.224,0.247,0.049,1507.006,183.429,55.867,7.996,8.632,1.965,0.000
261,80.622,3383.497,2704.266,691.787,227.426,139.481,559.328,19.032,21.195,23.472,0.247,0.048,1445.996,194.001,55.463,7.988,8.623,1.963,0.000
262,80.962,3185.203,2645.075,688.670,229.087,138.556,541.049,18.967,21.401,24.679,0.247,0.048,1391.893,205.494,55.098,7.979,8.614,1.961,0.000
263,81.303,3096.685,2594.549,685.553,230.891,137.709,523.441,18.904,21.576,25.828,0.247,0.048,1344.610,217.992,54.768,7.969,8.603,1.959,0.000
264,81.644,2820.208,2552.910,682.436,232.857,136.939,506.802,18.845,21.717,26.905,0.246,0.047,1303.985,231.584,54.473,7.959,8.592,1.956,0.000
265,81.985,2814.021,2520.036,679.320,235.003,136.241,491.259,18.788,21.822,27.892,0.246,0.047,1269.677,246.365,54.210,7.948,8.580,1.953,0.000
266,82.326,2758.096,2495.460,676.203,237.349,135.607,476.743,18.734,21.890,28.777,0.246,0.047,1241.189,262.443,53.979,7.936,8.567,1.951,0.000
267,82.667,2539.281,2478.779,673.086,239.915,135.029,463.365,18.683,21.920,29.545,0.245,0.047,1217.894,279.931,53.775,7.924,8.554,1.948,0.000
268,83.008,2489.467,2469.463,669.970,242.725,134.500,451.200,18.635,21.912,30.185,0.245,0.047,1199.061,298.954,53.599,7.912,8.541,1.945,0.000
269,83.349,2387.203,2466.887,666.853,245.804,134.011,440.289,18.589,21.866,30.685,0.244,0.047,1183.886,319.646,53.448,7.900,8.528,1.942,0.000
270,83.691,2485.837,2470.365,663.736,249.177,133.553,430.642,18.545,21.784,31.038,0.244,0.047,1171.517,342.155,53.320,7.887,8.514,1.939,0.000
271,84.032,2216.063,2479.212,660.620,252.873,133.116,422.236,18.504,21.667,31.238,0.244,0.046,1161.122,366.639,53.212,7.875,8.501,1.936,0.000
272,84.373,2390.801,2492.510,657.503,256.891,132.693,414.946,18.466,21.518,31.280,0.243,0.046,1151.926,393.090,53.124,7.863,8.488,1.932,0.000
273,84.714,2323.802,2508.523,654.386,261.141,132.274,408.627,18.429,21.338,31.165,0.243,0.046,1143.036,420.913,53.053,7.851,8.474,1.929,0.000
274,85.055,2264.507,2526.185,651.269,265.610,131.850,403.159,18.394,21.131,30.893,0.243,0.046,1133.629,450.003,52.997,7.839,8.462,1.927,0.000
275,85.396,2320.914,2544.573,648.153,270.292,131.413,398.407,18.362,20.901,30.468,0.242,0.046,1122.976,480.311,52.952,7.827,8.449,1.924,0.000
276,85.737,2343.206,2562.862,645.036,275.179,130.956,394.227,18.330,20.651,29.898,0.242,0.046,1110.456,511.782,52.919,7.815,8.436,1.921,0.000
277,86.078,2413.062,2580.334,641.919,280.266,130.474,390.469,18.300,20.385,29.189,0.241,0.046,1095.558,544.364,52.892,7.804,8.424,1.918,0.000
278,86.420,2351.287,2596.493,638.803,285.545,129.964,387.006,18.271,20.108,28.354,0.241,0.046,1077.958,578.007,52.870,7.793,8.412,1.915,0.000
279,86.761,2468.099,2611.015,635.686,291.012,129.425,383.689,18.243,19.823,27.404,0.241,0.046,1057.514,612.669,52.852,7.782,8.400,1.913,0.000
280,87.102,2419.135,2623.445,632.569,296.663,128.855,380.371,18.216,19.535,26.353,0.240,0.046,1033.940,648.319,52.834,7.771,8.389,1.910,0.000
281,87.443,2473.284,2633.503,629.453,302.497,128.251,376.920,18.190,19.248,25.216,0.240,0.046,1007.094,684.940,52.814,7.760,8.377,1.907,0.000
282,87.785,2544.358,2640.034,626.336,308.371,127.615,373.225,18.164,18.966,24.010,0.240,0.046,976.971,721.613,52.790,7.750,8.366,1.905,0.000
283,88.126,2530.062,2642.034,623.219,314.149,126.948,369.191,18.138,18.693,22.748,0.239,0.046,943.691,757.431,52.761,7.739,8.354,1.902,0.000
284,88.467,2617.987,2639.260,620.102,319.777,126.252,364.745,18.113,18.433,21.449,0.239,0.045,907.472,792.037,52.723,7.729,8.343,1.900,0.000
285,88.808,2604.918,2631.590,616.986,325.201,125.531,359.853,18.088,18.188,20.128,0.239,0.045,868.615,825.077,52.677,7.718,8.332,1.897,0.000
286,89.150,2595.174,2618.989,613.869,330.370,124.788,354.500,18.062,17.961,18.799,0.238,0.045,827.485,856.198,52.618,7.708,8.320,1.894,0.000
287,89.491,2453.508,2601.455,610.752,335.233,124.027,348.646,18.036,17.749,17.476,0.238,0.045,784.496,885.061,52.546,7.697,8.308,1.892,0.000
288,89.832,2555.396,2579.066,607.636,339.744,123.254,342.278,18.009,17.554,16.174,0.238,0.045,740.092,911.345,52.460,7.685,8.296,1.889,0.000
289,90.174,2558.358,2551.969,604.519,343.858,122.472,335.405,17.982,17.376,14.903,0.237,0.045,694.734,934.752,52.358,7.674,8.284,1.886,0.000
290,90.515,2636.647,2520.363,601.402,347.539,121.686,328.056,17.954,17.214,13.674,0.237,0.045,648.884,955.016,52.239,7.662,8.271,1.883,0.000
291,90.857,2570.321,2484.494,598.285,350.755,120.900,320.274,17.924,17.070,12.496,0.237,0.045,602.996,971.905,52.102,7.649,8.257,1.880,0.000
292,91.198,2471.021,2444.644,595.169,353.480,120.118,312.116,17.894,16.941,11.376,0.236,0.045,557.502,985.229,51.948,7.636,8.243,1.877,0.000
293,91.539,2555.469,2401.125,592.052,355.699,119.343,303.646,17.862,16.828,10.319,0.236,0.045,512.803,994.842,51.775,7.623,8.229,1.874,0.000
294,91.881,2442.099,2354.272,588.935,357.401,118.578,294.937,17.828,16.728,9.329,0.235,0.045,469.265,1000.647,51.584,7.609,8.213,1.870,0.000
295,92.222,2357.169,2304.437,585.819,358.586,117.826,286.064,17.793,16.638,8.410,0.235,0.045,427.209,1002.597,51.375,7.593,8.197,1.866,0.000
296,92.564,2363.360,2251.986,582.702,359.263,117.088,277.101,17.756,16.557,7.561,0.234,0.045,386.912,1000.696,51.149,7.578,8.180,1.862,0.000
297,92.905,2318.247,2197.296,579.585,359.449,116.367,268.125,17.717,16.483,6.784,0.234,0.045,348.600,995.002,50.906,7.561,8.162,1.858,0.000
298,93.247,2404.136,2140.747,576.469,359.168,115.663,259.207,17.676,16.414,6.078,0.233,0.044,312.450,985.622,50.647,7.544,8.143,1.854,0.000
299,93.588,2296.506,2082.698,573.352,358.426,114.976,250.415,17.633,16.348,5.439,0.233,0.044,278.593,972.715,50.374,7.525,8.123,1.850,0.000
300,93.930,2185.129,2023.459,570.235,357.188,114.307,241.812,17.588,16.282,4.866,0.232,0.044,247.111,956.485,50.087,7.506,8.103,1.845,0.000
301,94.272,2045.389,1963.390,567.118,355.476,113.656,233.452,17.540,16.216,4.355,0.232,0.044,218.044,937.178,49.788,7.486,8.081,1.840,0.000
302,94.613,1925.763,1902.853,564.002,353.321,113.021,225.384,17.491,16.146,3.903,0.231,0.044,191.392,915.082,49.478,7.465,8.058,1.835,0.000
303,94.955,1998.762,1842.200,560.885,350.759,112.402,217.648,17.439,16.071,3.504,0.230,0.044,167.120,890.516,49.158,7.443,8.034,1.829,0.000
304,95.296,1974.463,1781.780,557.768,347.826,111.798,210.277,17.385,15.990,3.156,0.230,0.044,145.164,863.825,48.830,7.420,8.009,1.824,0.000
305,95.638,1804.432,1721.931,554.652,344.564,111.207,203.295,17.329,15.903,2.853,0.229,0.044,125.433,835.380,48.495,7.396,7.984,1.818,0.000
306,95.980,1794.392,1667.907,556.459,342.663,111.604,198.010,17.425,15.920,2.602,0.230,0.044,107.824,805.787,48.503,7.437,8.028,1.828,0.000
307,96.321,1689.979,1615.101,558.267,340.525,112.015,193.147,17.520,15.929,2.388,0.231,0.044,92.202,775.201,48.509,7.477,8.071,1.838,0.000
308,96.663,1613.318,1563.819,560.074,338.197,112.440,188.709,17.613,15.930,2.208,0.233,0.045,78.431,744.019,48.514,7.517,8.114,1.847,0.000
309,97.005,1564.056,1514.351,561.882,335.723,112.876,184.692,17.704,15.923,2.061,0.234,0.045,66.367,712.635,48.519,7.556,8.156,1.857,0.000
310,97.346,1555.575,1466.969,563.690,333.150,113.321,181.090,17.794,15.906,1.940,0.235,0.045,55.865,681.434,48.526,7.594,8.198,1.867,0.000
311,97.688,1507.237,1421.927,565.497,330.521,113.776,177.890,17.883,15.881,1.841,0.236,0.045,46.779,650.788,48.537,7.632,8.239,1.876,0.000
312,98.030,1425.015,1379.462,567.305,327.881,114.238,175.075,17.971,15.848,1.761,0.237,0.046,38.966,621.050,48.553,7.670,8.279,1.885,0.000
313,98.372,1425.905,1339.798,569.113,325.272,114.705,172.628,18.057,15.808,1.696,0.238,0.046,32.299,592.553,48.574,7.706,8.319,1.894,0.000
314,98.713,1338.642,1303.228,570.920,322.735,115.177,170.527,18.142,15.760,1.643,0.240,0.046,26.744,565.606,48.603,7.743,8.358,1.903,0.000
315,99.055,1222.792,1269.895,572.728,320.309,115.651,168.750,18.226,15.707,1.601,0.241,0.046,22.143,540.491,48.640,7.778,8.397,1.912,0.000
316,99.397,1272.341,1239.877,574.535,318.007,116.128,167.274,18.308,15.649,1.567,0.242,0.047,18.335,517.463,48.687,7.814,8.435,1.920,0.000
317,99.739,1221.089,1213.206,576.343,315.791,116.606,166.075,18.390,15.587,1.541,0.243,0.047,15.181,496.748,48.745,7.849,8.472,1.929,0.000
318,100.081,1205.828,1189.966,578.151,313.672,117.085,165.140,18.471,15.522,1.520,0.244,0.047,12.570,478.547,48.814,7.883,8.510,1.938,0.000
319,100.422,1101.685,1170.227,579.958,311.658,117.566,164.451,18.551,15.456,1.505,0.245,0.047,10.408,463.031,48.896,7.917,8.547,1.946,0.000
320,100.764,1125.123,1153.628,581.766,309.756,118.047,163.977,18.631,15.389,1.493,0.246,0.048,8.617,449.939,48.991,7.951,8.583,1.954,0.000
321,101.106,1168.086,1139.698,583.573,307.969,118.530,163.690,18.710,15.323,1.485,0.247,0.048,7.135,438.889,49.101,7.985,8.620,1.963,0.000
322,101.448,1114.829,1128.277,585.381,306.297,119.013,163.569,18.789,15.259,1.479,0.248,0.048,5.908,429.792,49.226,8.019,8.656,1.971,0.000
323,101.790,1099.863,1119.179,587.189,304.739,119.497,163.593,18.868,15.197,1.476,0.249,0.048,4.892,422.528,49.366,8.052,8.692,1.979,0.000
324,102.132,1127.270,1112.200,588.996,303.292,119.981,163.745,18.946,15.138,1.475,0.250,0.049,4.050,416.948,49.523,8.086,8.728,1.987,0.000
325,102.474,1077.346,1107.095,590.804,301.928,120.466,164.010,19.024,15.083,1.476,0.251,0.049,3.354,412.877,49.696,8.119,8.764,1.995,0.000
326,102.816,1095.386,1103.640,592.611,300.632,120.952,164.380,19.102,15.032,1.478,0.252,0.049,2.777,410.140,49.886,8.152,8.800,2.004,0.000
327,103.158,1133.641,1101.603,594.419,299.394,121.439,164.843,19.180,14.987,1.481,0.253,0.049,2.299,408.546,50.094,8.186,8.836,2.012,0.000
328,103.500,1125.782,1100.700,596.227,298.197,121.927,165.386,19.258,14.947,1.485,0.254,0.050,1.904,407.857,50.320,8.219,8.872,2.020,0.000
329,103.842,1040.899,1100.655,598.034,297.027,122.417,166.001,19.336,14.912,1.490,0.255,0.050,1.576,407.834,50.565,8.252,8.908,2.028,0.000
330,104.184,1009.010,1101.199,599.842,295.868,122.907,166.678,19.414,14.884,1.496,0.256,0.050,1.305,408.241,50.830,8.285,8.944,2.036,0.000
331,104.526,987.486,1102.079,601.649,294.708,123.399,167.413,19.492,14.861,1.503,0.257,0.051,1.081,408.853,51.115,8.319,8.980,2.045,0.000
332,104.868,990.191,1103.053,603.457,293.534,123.892,168.200,19.570,14.845,1.510,0.258,0.051,0.895,409.453,51.421,8.352,9.016,2.053,0.000
333,105.210,1009.303,1103.899,605.265,292.336,124.387,169.035,19.648,14.834,1.517,0.259,0.051,0.741,409.838,51.749,8.386,9.052,2.061,0.000
334,105.552,994.857,1104.415,607.072,291.106,124.882,169.917,19.727,14.830,1.526,0.261,0.052,0.613,409.822,52.100,8.419,9.088,2.069,0.000
