ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Xray-Pb,Xray-Th
7620,2711.415,16.630,9.248,6.665,0.000,9.248,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7621,2711.926,13.334,9.209,6.655,0.000,9.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7622,2712.438,14.259,9.170,6.646,0.000,9.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7623,2712.950,13.408,9.131,6.637,0.000,9.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7624,2713.462,21.408,9.093,6.627,0.000,9.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7625,2713.975,12.630,9.055,6.618,0.000,9.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7626,2714.487,11.593,9.017,6.609,0.000,9.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7627,2714.999,21.259,8.979,6.600,0.000,8.979,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7628,2715.512,14.630,8.941,6.590,0.000,8.941,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7629,2716.025,13.482,8.904,6.581,0.000,8.904,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7630,2716.538,20.704,8.867,6.572,0.000,8.866,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7631,2717.051,15.556,8.830,6.562,0.000,8.829,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7632,2717.564,19.259,8.793,6.553,0.000,8.793,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7633,2718.077,16.111,8.756,6.544,0.000,8.756,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7634,2718.591,14.185,8.720,6.535,0.000,8.720,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7635,2719.104,6.556,8.684,6.525,0.000,8.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7636,2719.618,14.704,8.648,6.516,0.000,8.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7637,2720.132,12.963,8.612,6.507,0.000,8.612,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7638,2720.646,13.630,8.576,6.497,0.000,8.576,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7639,2721.160,18.556,8.541,6.488,0.000,8.541,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7640,2721.674,14.704,8.506,6.479,0.000,8.506,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7641,2722.188,16.037,8.471,6.470,0.000,8.471,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7642,2722.703,4.408,8.436,6.460,0.000,8.436,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7643,2723.217,9.482,8.402,6.451,0.000,8.402,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7644,2723.732,12.408,8.368,6.442,0.000,8.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7645,2724.247,16.556,8.334,6.433,0.000,8.334,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7646,2724.762,15.037,8.300,6.423,0.000,8.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7647,2725.277,15.482,8.266,6.414,0.000,8.266,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7648,2725.792,14.185,8.233,6.405,0.000,8.233,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7649,2726.307,19.408,8.200,6.395,0.000,8.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7650,2726.823,11.185,8.167,6.386,0.000,8.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7651,2727.338,9.482,8.134,6.377,0.000,8.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7652,2727.854,9.408,8.101,6.368,0.000,8.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7653,2728.370,8.111,8.069,6.358,0.000,8.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7654,2728.886,12.408,8.037,6.349,0.000,8.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7655,2729.402,16.408,8.005,6.340,0.000,8.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7656,2729.919,10.482,7.973,6.330,0.000,7.973,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7657,2730.435,16.556,7.942,6.321,0.000,7.942,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7658,2730.952,10.482,7.911,6.312,0.000,7.911,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7659,2731.468,12.259,7.880,6.303,0.000,7.880,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7660,2731.985,12.704,7.849,6.293,0.000,7.849,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7661,2732.502,13.408,7.818,6.284,0.000,7.818,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7662,2733.019,8.926,7.788,6.275,0.000,7.788,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7663,2733.536,14.630,7.758,6.265,0.000,7.757,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7664,2734.054,6.408,7.728,6.256,0.000,7.728,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7665,2734.571,7.408,7.698,6.247,0.000,7.698,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7666,2735.089,11.704,7.668,6.238,0.000,7.668,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7667,2735.606,5.334,7.639,6.228,0.000,7.639,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7668,2736.124,9.482,7.610,6.219,0.000,7.610,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7669,2736.642,13.704,7.581,6.210,0.000,7.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7670,2737.160,13.852,7.552,6.200,0.000,7.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7671,2737.678,12.852,7.524,6.191,0.000,7.524,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7672,2738.197,15.334,7.495,6.182,0.000,7.495,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7673,2738.715,8.556,7.467,6.173,0.000,7.467,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7674,2739.234,10.926,7.439,6.163,0.000,7.439,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7675,2739.753,9.926,7.412,6.154,0.000,7.412,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7676,2740.272,12.852,7.384,6.145,0.000,7.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7677,2740.791,11.556,7.357,6.135,0.000,7.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7678,2741.310,10.482,7.330,6.126,0.000,7.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7679,2741.829,15.778,7.303,6.117,0.000,7.303,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7680,2742.349,12.482,7.276,6.108,0.000,7.276,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7681,2742.868,13.630,7.250,6.098,0.000,7.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7682,2743.388,8.778,7.223,6.089,0.000,7.223,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7683,2743.908,11.778,7.197,6.080,0.000,7.197,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7684,2744.428,10.704,7.171,6.070,0.000,7.171,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7685,2744.948,11.704,7.146,6.061,0.000,7.146,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7686,2745.468,11.704,7.120,6.052,0.000,7.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7687,2745.988,6.630,7.095,6.043,0.000,7.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7688,2746.509,4.630,7.070,6.033,0.000,7.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7689,2747.030,12.704,7.045,6.024,0.000,7.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7690,2747.550,9.704,7.020,6.015,0.000,7.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7691,2748.071,10.482,6.996,6.006,0.000,6.995,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7692,2748.592,5.556,6.971,5.996,0.000,6.971,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7693,2749.113,8.778,6.947,5.987,0.000,6.947,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7694,2749.635,9.704,6.923,5.978,0.000,6.923,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7695,2750.156,15.630,6.899,5.968,0.000,6.899,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7696,2750.678,9.704,6.876,5.959,0.000,6.876,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7697,2751.199,7.630,6.852,5.950,0.000,6.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7698,2751.721,4.778,6.829,5.941,0.000,6.829,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7699,2752.243,7.852,6.806,5.931,0.000,6.806,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7700,2752.765,8.630,6.783,5.922,0.000,6.783,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7701,2753.287,11.704,6.760,5.913,0.000,6.760,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7702,2753.810,12.704,6.738,5.903,0.000,6.738,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7703,2754.332,12.556,6.715,5.894,0.000,6.715,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7704,2754.855,9.778,6.693,5.885,0.000,6.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7705,2755.378,5.704,6.671,5.876,0.000,6.671,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7706,2755.901,14.704,6.649,5.866,0.000,6.649,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7707,2756.424,2.704,6.627,5.857,0.000,6.627,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7708,2756.947,4.926,6.606,5.848,0.000,6.606,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7709,2757.470,3.852,6.585,5.838,0.000,6.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7710,2757.994,8.704,6.563,5.829,0.000,6.563,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7711,2758.517,8.704,6.542,5.820,0.000,6.542,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7712,2759.041,10.630,6.522,5.811,0.000,6.522,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7713,2759.565,7.778,6.501,5.801,0.000,6.501,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7714,2760.089,3.852,6.480,5.792,0.000,6.480,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7715,2760.613,6.778,6.460,5.783,0.000,6.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7716,2761.137,4.000,6.440,5.773,0.000,6.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7717,2761.661,5.852,6.420,5.764,0.000,6.420,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7718,2762.186,5.778,6.400,5.755,0.000,6.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7719,2762.710,7.556,6.380,5.746,0.000,6.380,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7720,2763.235,3.926,6.360,5.736,0.000,6.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7721,2763.760,5.556,6.341,5.727,0.000,6.341,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7722,2764.285,10.926,6.322,5.718,0.000,6.322,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7723,2764.810,4.926,6.303,5.708,0.000,6.303,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7724,2765.336,9.778,6.284,5.699,0.000,6.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7725,2765.861,5.704,6.265,5.690,0.000,6.265,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7726,2766.387,6.926,6.246,5.681,0.000,6.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7727,2766.912,3.926,6.227,5.671,0.000,6.227,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7728,2767.438,8.778,6.209,5.662,0.000,6.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7729,2767.964,5.852,6.191,5.653,0.000,6.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7730,2768.490,9.704,6.173,5.643,0.000,6.173,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7731,2769.017,4.630,6.155,5.634,0.000,6.155,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7732,2769.543,7.852,6.137,5.625,0.000,6.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7733,2770.070,11.926,6.119,5.616,0.000,6.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7734,2770.596,3.482,6.101,5.606,0.000,6.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7735,2771.123,5.852,6.084,5.597,0.000,6.084,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7736,2771.650,2.778,6.067,5.588,0.000,6.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7737,2772.177,0.704,6.049,5.578,0.000,6.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7738,2772.704,7.482,6.032,5.569,0.000,6.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7739,2773.232,5.704,6.015,5.560,0.000,6.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7740,2773.759,4.852,5.999,5.551,0.000,5.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7741,2774.287,5.704,5.982,5.541,0.000,5.982,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7742,2774.814,8.000,5.965,5.532,0.000,5.965,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7743,2775.342,2.852,5.949,5.523,0.000,5.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7744,2775.870,2.852,5.932,5.514,0.000,5.932,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7745,2776.398,6.778,5.916,5.504,0.000,5.916,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7746,2776.927,2.704,5.900,5.495,0.000,5.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7747,2777.455,3.778,5.884,5.486,0.000,5.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7748,2777.984,6.704,5.868,5.476,0.000,5.868,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7749,2778.512,7.852,5.852,5.467,0.000,5.852,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7750,2779.041,11.778,5.837,5.458,0.000,5.837,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7751,2779.570,5.852,5.821,5.449,0.000,5.821,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7752,2780.099,2.778,5.806,5.439,0.000,5.806,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7753,2780.629,3.704,5.791,5.430,0.000,5.791,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7754,2781.158,4.852,5.775,5.421,0.000,5.775,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7755,2781.687,5.926,5.760,5.411,0.000,5.760,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7756,2782.217,5.926,5.745,5.402,0.000,5.745,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7757,2782.747,8.630,5.730,5.393,0.000,5.730,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7758,2783.277,5.926,5.716,5.384,0.000,5.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7759,2783.807,7.704,5.701,5.374,0.000,5.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7760,2784.337,4.704,5.686,5.365,0.000,5.686,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7761,2784.867,4.704,5.672,5.356,0.000,5.672,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7762,2785.398,4.778,5.657,5.346,0.000,5.657,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7763,2785.929,5.778,5.643,5.337,0.000,5.643,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7764,2786.459,4.000,5.629,5.328,0.000,5.629,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7765,2786.990,4.852,5.615,5.319,0.000,5.615,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7766,2787.521,7.852,5.601,5.309,0.000,5.601,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7767,2788.052,5.926,5.587,5.300,0.000,5.587,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7768,2788.584,2.778,5.573,5.291,0.000,5.573,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7769,2789.115,9.778,5.560,5.281,0.000,5.560,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7770,2789.647,1.926,5.546,5.272,0.000,5.546,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7771,2790.178,7.000,5.533,5.263,0.000,5.533,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7772,2790.710,7.630,5.519,5.254,0.000,5.519,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7773,2791.242,2.852,5.506,5.244,0.000,5.506,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7774,2791.774,3.926,5.493,5.235,0.000,5.493,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7775,2792.307,5.000,5.480,5.226,0.000,5.480,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7776,2792.839,5.778,5.467,5.216,0.000,5.467,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7777,2793.372,4.852,5.454,5.207,0.000,5.454,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7778,2793.904,9.704,5.441,5.198,0.000,5.441,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7779,2794.437,4.000,5.428,5.189,0.000,5.428,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7780,2794.970,5.926,5.415,5.179,0.000,5.415,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7781,2795.503,1.704,5.403,5.170,0.000,5.403,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7782,2796.036,3.778,5.390,5.161,0.000,5.390,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7783,2796.570,6.778,5.378,5.151,0.000,5.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7784,2797.103,4.852,5.365,5.142,0.000,5.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7785,2797.637,6.852,5.353,5.133,0.000,5.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7786,2798.171,5.926,5.341,5.124,0.000,5.341,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7787,2798.704,3.778,5.329,5.114,0.000,5.329,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7788,2799.239,3.704,5.317,5.105,0.000,5.317,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7789,2799.773,7.852,5.305,5.096,0.000,5.305,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7790,2800.307,5.926,5.293,5.087,0.000,5.293,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7791,2800.842,2.852,5.281,5.077,0.000,5.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7792,2801.376,7.852,5.269,5.068,0.000,5.269,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7793,2801.911,4.704,5.257,5.059,0.000,5.257,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7794,2802.446,2.926,5.245,5.049,0.000,5.245,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7795,2802.981,4.852,5.234,5.040,0.000,5.234,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7796,2803.516,6.852,5.222,5.031,0.000,5.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7797,2804.051,2.926,5.211,5.022,0.000,5.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7798,2804.587,6.852,5.199,5.012,0.000,5.199,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7799,2805.122,6.926,5.188,5.003,0.000,5.188,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7800,2805.658,4.926,5.177,4.994,0.000,5.177,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7801,2806.194,8.926,5.165,4.984,0.000,5.165,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7802,2806.730,1.000,5.154,4.975,0.000,5.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7803,2807.266,4.852,5.143,4.966,0.000,5.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7804,2807.802,3.778,5.132,4.957,0.000,5.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7805,2808.339,5.704,5.121,4.947,0.000,5.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7806,2808.875,3.778,5.110,4.938,0.000,5.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7807,2809.412,2.926,5.099,4.929,0.000,5.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7808,2809.949,1.778,5.088,4.919,0.000,5.088,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7809,2810.486,5.852,5.077,4.910,0.000,5.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7810,2811.023,3.852,5.066,4.901,0.000,5.066,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7811,2811.560,3.778,5.055,4.892,0.000,5.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7812,2812.098,5.000,5.044,4.882,0.000,5.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7813,2812.635,2.778,5.034,4.873,0.000,5.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7814,2813.173,8.852,5.023,4.864,0.000,5.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7815,2813.711,3.926,5.012,4.854,0.000,5.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7816,2814.249,4.000,5.002,4.845,0.000,5.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7817,2814.787,5.926,4.991,4.836,0.000,4.991,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7818,2815.325,3.926,4.981,4.827,0.000,4.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7819,2815.863,8.926,4.970,4.817,0.000,4.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7820,2816.402,7.852,4.960,4.808,0.000,4.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7821,2816.940,7.482,4.950,4.799,0.000,4.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7822,2817.479,11.000,4.939,4.789,0.000,4.939,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7823,2818.018,5.000,4.929,4.780,0.000,4.929,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7824,2818.557,9.000,4.919,4.771,0.000,4.919,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7825,2819.096,7.926,4.908,4.762,0.000,4.908,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7826,2819.636,6.000,4.898,4.752,0.000,4.898,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7827,2820.175,4.000,4.888,4.743,0.000,4.888,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7828,2820.715,2.778,4.878,4.734,0.000,4.878,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7829,2821.255,3.926,4.868,4.724,0.000,4.868,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7830,2821.795,3.852,4.858,4.715,0.000,4.858,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7831,2822.335,6.852,4.848,4.706,0.000,4.848,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7832,2822.875,1.926,4.838,4.697,0.000,4.838,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7833,2823.415,4.778,4.828,4.687,0.000,4.828,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7834,2823.956,5.852,4.818,4.678,0.000,4.818,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7835,2824.496,2.926,4.808,4.669,0.000,4.808,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7836,2825.037,5.000,4.798,4.659,0.000,4.798,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7837,2825.578,3.000,4.788,4.650,0.000,4.788,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7838,2826.119,4.852,4.778,4.641,0.000,4.778,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7839,2826.660,6.926,4.768,4.632,0.000,4.768,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7840,2827.202,3.000,4.758,4.622,0.000,4.758,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7841,2827.743,13.926,4.749,4.613,0.000,4.749,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7842,2828.285,5.852,4.739,4.604,0.000,4.739,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7843,2828.826,6.926,4.729,4.595,0.000,4.729,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7844,2829.368,5.000,4.720,4.585,0.000,4.720,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7845,2829.910,5.926,4.710,4.576,0.000,4.710,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7846,2830.453,6.000,4.700,4.567,0.000,4.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7847,2830.995,7.000,4.691,4.557,0.000,4.691,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7848,2831.537,4.926,4.681,4.548,0.000,4.681,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7849,2832.080,3.926,4.672,4.539,0.000,4.672,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7850,2832.623,3.926,4.662,4.530,0.000,4.662,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7851,2833.166,4.630,4.652,4.520,0.000,4.652,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7852,2833.709,5.926,4.643,4.511,0.000,4.643,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7853,2834.252,1.926,4.633,4.502,0.000,4.633,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7854,2834.795,3.926,4.624,4.492,0.000,4.624,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7855,2835.339,7.000,4.615,4.483,0.000,4.615,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7856,2835.882,4.000,4.605,4.474,0.000,4.605,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7857,2836.426,3.926,4.596,4.465,0.000,4.596,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7858,2836.970,1.852,4.586,4.455,0.000,4.586,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7859,2837.514,7.000,4.577,4.446,0.000,4.577,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7860,2838.058,0.704,4.568,4.437,0.000,4.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7861,2838.602,1.926,4.558,4.427,0.000,4.558,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7862,2839.147,5.704,4.549,4.418,0.000,4.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7863,2839.691,5.852,4.540,4.409,0.000,4.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7864,2840.236,2.778,4.531,4.400,0.000,4.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7865,2840.781,3.852,4.521,4.390,0.000,4.521,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7866,2841.326,1.630,4.512,4.381,0.000,4.512,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7867,2841.871,1.926,4.503,4.372,0.000,4.503,0.000,0.000,0.000,0.000,0.000,0.000,0.000
