ch,keV,net,model,continuum_raw,untied_tail,Pb-212,Ra-224,continuum
6512,2666.358,2.399,0.255,0.255,0.000,0.000,0.000,0.255
6513,2666.786,0.383,0.256,0.256,0.000,0.000,0.000,0.256
6514,2667.213,0.000,0.256,0.256,0.000,0.000,0.000,0.256
6515,2667.641,0.000,0.256,0.256,0.000,0.000,0.000,0.256
6516,2668.069,0.555,0.256,0.256,0.000,0.000,0.000,0.256
6517,2668.496,2.872,0.256,0.256,0.000,0.000,0.000,0.256
6518,2668.924,1.398,0.256,0.256,0.000,0.000,0.000,0.256
6519,2669.352,0.660,0.256,0.256,0.000,0.000,0.000,0.256
6520,2669.780,0.613,0.257,0.257,0.000,0.000,0.000,0.257
6521,2670.207,0.657,0.257,0.257,0.000,0.000,0.000,0.257
6522,2670.635,0.000,0.257,0.257,0.000,0.000,0.000,0.257
6523,2671.063,0.000,0.257,0.257,0.000,0.000,0.000,0.257
6524,2671.490,1.571,0.257,0.257,0.000,0.000,0.000,0.257
6525,2671.918,1.577,0.257,0.257,0.000,0.000,0.000,0.257
6526,2672.346,0.276,0.257,0.257,0.000,0.000,0.000,0.257
6527,2672.773,0.522,0.258,0.258,0.000,0.000,0.000,0.258
6528,2673.201,1.636,0.258,0.258,0.000,0.000,0.000,0.258
6529,2673.629,0.000,0.258,0.258,0.000,0.000,0.000,0.258
6530,2674.057,0.651,0.258,0.258,0.000,0.000,0.000,0.258
6531,2674.484,0.000,0.258,0.258,0.000,0.000,0.000,0.258
6532,2674.912,0.682,0.258,0.258,0.000,0.000,0.000,0.258
6533,2675.340,0.608,0.258,0.258,0.000,0.000,0.000,0.258
6534,2675.767,1.671,0.259,0.259,0.000,0.000,0.000,0.259
6535,2676.195,0.000,0.259,0.259,0.000,0.000,0.000,0.259
6536,2676.623,0.000,0.259,0.259,0.000,0.000,0.000,0.259
6537,2677.050,2.657,0.259,0.259,0.000,0.000,0.000,0.259
6538,2677.478,0.000,0.259,0.259,0.000,0.000,0.000,0.259
6539,2677.906,0.000,0.259,0.259,0.000,0.000,0.000,0.259
6540,2678.334,0.000,0.259,0.259,0.000,0.000,0.000,0.259
6541,2678.761,2.662,0.260,0.260,0.000,0.000,0.000,0.260
6542,2679.189,0.000,0.260,0.260,0.000,0.000,0.000,0.260
6543,2679.617,0.739,0.260,0.260,0.000,0.000,0.000,0.260
6544,2680.044,1.632,0.260,0.260,0.000,0.000,0.000,0.260
6545,2680.472,1.575,0.260,0.260,0.000,0.000,0.000,0.260
6546,2680.900,0.000,0.260,0.260,0.000,0.000,0.000,0.260
6547,2681.328,0.685,0.260,0.260,0.000,0.000,0.000,0.260
6548,2681.755,0.700,0.261,0.261,0.000,0.000,0.000,0.261
6549,2682.183,0.000,0.261,0.261,0.000,0.000,0.000,0.261
6550,2682.611,0.000,0.261,0.261,0.000,0.000,0.000,0.261
6551,2683.038,0.000,0.261,0.261,0.000,0.000,0.000,0.261
6552,2683.466,0.710,0.261,0.261,0.000,0.000,0.000,0.261
6553,2683.894,2.832,0.261,0.261,0.000,0.000,0.000,0.261
6554,2684.322,0.000,0.261,0.261,0.000,0.000,0.000,0.261
6555,2684.749,0.000,0.262,0.262,0.000,0.000,0.000,0.262
6556,2685.177,0.000,0.262,0.262,0.000,0.000,0.000,0.262
6557,2685.605,1.647,0.262,0.262,0.000,0.000,0.000,0.262
6558,2686.033,0.000,0.262,0.262,0.000,0.000,0.000,0.262
6559,2686.460,0.000,0.262,0.262,0.000,0.000,0.000,0.262
6560,2686.888,0.000,0.262,0.262,0.000,0.000,0.000,0.262
6561,2687.316,0.888,0.262,0.262,0.000,0.000,0.000,0.262
6562,2687.743,0.000,0.263,0.263,0.000,0.000,0.000,0.263
6563,2688.171,0.773,0.263,0.263,0.000,0.000,0.000,0.263
6564,2688.599,0.669,0.263,0.263,0.000,0.000,0.000,0.263
6565,2689.027,0.000,0.263,0.263,0.000,0.000,0.000,0.263
6566,2689.454,0.000,0.263,0.263,0.000,0.000,0.000,0.263
6567,2689.882,0.000,0.263,0.263,0.000,0.000,0.000,0.263
6568,2690.310,0.000,0.263,0.263,0.000,0.000,0.000,0.263
6569,2690.738,0.000,0.264,0.264,0.000,0.000,0.000,0.264
6570,2691.165,0.000,0.264,0.264,0.000,0.000,0.000,0.264
6571,2691.593,0.000,0.264,0.264,0.000,0.000,0.000,0.264
6572,2692.021,0.672,0.264,0.264,0.000,0.000,0.000,0.264
6573,2692.449,0.000,0.264,0.264,0.000,0.000,0.000,0.264
6574,2692.876,0.000,0.264,0.264,0.000,0.000,0.000,0.264
6575,2693.304,0.664,0.264,0.264,0.000,0.000,0.000,0.264
6576,2693.732,0.000,0.265,0.265,0.000,0.000,0.000,0.265
6577,2694.160,0.000,0.265,0.265,0.000,0.000,0.000,0.265
6578,2694.587,0.791,0.265,0.265,0.000,0.000,0.000,0.265
6579,2695.015,0.738,0.265,0.265,0.000,0.000,0.000,0.265
6580,2695.443,0.928,0.265,0.265,0.000,0.000,0.000,0.265
6581,2695.871,0.922,0.265,0.265,0.000,0.000,0.000,0.265
6582,2696.298,0.000,0.265,0.265,0.000,0.000,0.000,0.265
6583,2696.726,0.850,0.266,0.266,0.000,0.000,0.000,0.266
6584,2697.154,0.000,0.266,0.266,0.000,0.000,0.000,0.266
6585,2697.582,0.811,0.266,0.266,0.000,0.000,0.000,0.266
6586,2698.009,0.000,0.266,0.266,0.000,0.000,0.000,0.266
6587,2698.437,0.822,0.266,0.266,0.000,0.000,0.000,0.266
6588,2698.865,0.816,0.266,0.266,0.000,0.000,0.000,0.266
6589,2699.293,0.821,0.266,0.266,0.000,0.000,0.000,0.266
6590,2699.720,0.944,0.266,0.266,0.000,0.000,0.000,0.266
6591,2700.148,0.917,0.267,0.267,0.000,0.000,0.000,0.267
6592,2700.576,0.000,0.267,0.267,0.000,0.000,0.000,0.267
6593,2701.004,0.000,0.267,0.267,0.000,0.000,0.000,0.267
6594,2701.431,0.000,0.267,0.267,0.000,0.000,0.000,0.267
6595,2701.859,0.000,0.267,0.267,0.000,0.000,0.000,0.267
6596,2702.287,0.841,0.267,0.267,0.000,0.000,0.000,0.267
6597,2702.715,0.000,0.267,0.267,0.000,0.000,0.000,0.267
6598,2703.143,0.914,0.268,0.268,0.000,0.000,0.000,0.268
6599,2703.570,0.859,0.268,0.268,0.000,0.000,0.000,0.268
6600,2703.998,0.000,0.268,0.268,0.000,0.000,0.000,0.268
6601,2704.426,0.795,0.268,0.268,0.000,0.000,0.000,0.268
6602,2704.854,0.000,0.268,0.268,0.000,0.000,0.000,0.268
6603,2705.281,0.000,0.268,0.268,0.000,0.000,0.000,0.268
6604,2705.709,0.000,0.268,0.268,0.000,0.000,0.000,0.268
6605,2706.137,0.000,0.269,0.269,0.000,0.000,0.000,0.269
6606,2706.565,0.832,0.269,0.269,0.000,0.000,0.000,0.269
6607,2706.993,0.000,0.269,0.269,0.000,0.000,0.000,0.269
6608,2707.420,0.000,0.269,0.269,0.000,0.000,0.000,0.269
6609,2707.848,0.000,0.269,0.269,0.000,0.000,0.000,0.269
6610,2708.276,0.000,0.269,0.269,0.000,0.000,0.000,0.269
6611,2708.704,0.000,0.269,0.269,0.000,0.000,0.000,0.269
6612,2709.131,0.000,0.270,0.270,0.000,0.000,0.000,0.270
6613,2709.559,0.000,0.269,0.269,0.000,0.000,0.000,0.269
6614,2709.987,0.000,0.269,0.269,0.000,0.000,0.000,0.269
6615,2710.415,0.000,0.268,0.268,0.000,0.000,0.000,0.268
6616,2710.843,0.000,0.268,0.268,0.000,0.000,0.000,0.268
6617,2711.270,0.000,0.267,0.267,0.000,0.000,0.000,0.267
6618,2711.698,0.000,0.267,0.267,0.000,0.000,0.000,0.267
6619,2712.126,0.000,0.266,0.266,0.000,0.000,0.000,0.266
6620,2712.554,0.000,0.266,0.266,0.000,0.000,0.000,0.266
6621,2712.982,0.832,0.265,0.265,0.000,0.000,0.000,0.265
6622,2713.409,0.000,0.265,0.265,0.000,0.000,0.000,0.265
6623,2713.837,0.000,0.264,0.264,0.000,0.000,0.000,0.264
6624,2714.265,0.888,0.264,0.264,0.000,0.000,0.000,0.264
6625,2714.693,0.000,0.263,0.263,0.000,0.000,0.000,0.263
6626,2715.121,0.000,0.263,0.263,0.000,0.000,0.000,0.263
6627,2715.548,0.000,0.262,0.262,0.000,0.000,0.000,0.262
6628,2715.976,0.000,0.262,0.262,0.000,0.000,0.000,0.262
6629,2716.404,0.898,0.261,0.261,0.000,0.000,0.000,0.261
6630,2716.832,0.944,0.261,0.261,0.000,0.000,0.000,0.261
6631,2717.259,0.000,0.260,0.260,0.000,0.000,0.000,0.260
6632,2717.687,0.931,0.260,0.260,0.000,0.000,0.000,0.260
6633,2718.115,0.000,0.259,0.259,0.000,0.000,0.000,0.259
6634,2718.543,0.000,0.259,0.259,0.000,0.000,0.000,0.259
6635,2718.971,0.000,0.258,0.258,0.000,0.000,0.000,0.258
6636,2719.399,0.932,0.258,0.258,0.000,0.000,0.000,0.258
6637,2719.826,0.000,0.257,0.257,0.000,0.000,0.000,0.257
6638,2720.254,0.888,0.257,0.257,0.000,0.000,0.000,0.257
6639,2720.682,0.000,0.256,0.256,0.000,0.000,0.000,0.256
6640,2721.110,0.000,0.256,0.256,0.000,0.000,0.000,0.256
6641,2721.538,0.000,0.256,0.256,0.000,0.000,0.000,0.256
6642,2721.965,0.000,0.255,0.255,0.000,0.000,0.000,0.255
6643,2722.393,0.000,0.255,0.255,0.000,0.000,0.000,0.255
6644,2722.821,0.000,0.254,0.254,0.000,0.000,0.000,0.254
6645,2723.249,0.000,0.254,0.254,0.000,0.000,0.000,0.254
6646,2723.677,0.944,0.253,0.253,0.000,0.000,0.000,0.253
6647,2724.104,0.862,0.253,0.253,0.000,0.000,0.000,0.253
6648,2724.532,0.000,0.252,0.252,0.000,0.000,0.000,0.252
6649,2724.960,0.000,0.252,0.252,0.000,0.000,0.000,0.252
6650,2725.388,0.000,0.251,0.251,0.000,0.000,0.000,0.251
6651,2725.816,0.000,0.251,0.251,0.000,0.000,0.000,0.251
6652,2726.244,0.833,0.250,0.250,0.000,0.000,0.000,0.250
6653,2726.671,0.000,0.250,0.250,0.000,0.000,0.000,0.250
6654,2727.099,0.811,0.249,0.249,0.000,0.000,0.000,0.249
6655,2727.527,0.000,0.249,0.249,0.000,0.000,0.000,0.249
6656,2727.955,0.000,0.248,0.248,0.000,0.000,0.000,0.248
6657,2728.383,0.000,0.248,0.248,0.000,0.000,0.000,0.248
6658,2728.810,0.000,0.247,0.247,0.000,0.000,0.000,0.247
6659,2729.238,0.854,0.247,0.247,0.000,0.000,0.000,0.247
6660,2729.666,0.000,0.246,0.246,0.000,0.000,0.000,0.246
6661,2730.094,0.783,0.246,0.246,0.000,0.000,0.000,0.246
6662,2730.522,0.000,0.245,0.245,0.000,0.000,0.000,0.245
6663,2730.950,0.000,0.245,0.245,0.000,0.000,0.000,0.245
6664,2731.377,0.000,0.244,0.244,0.000,0.000,0.000,0.244
6665,2731.805,0.000,0.244,0.244,0.000,0.000,0.000,0.244
6666,2732.233,0.000,0.243,0.243,0.000,0.000,0.000,0.243
6667,2732.661,0.807,0.243,0.243,0.000,0.000,0.000,0.243
6668,2733.089,0.824,0.242,0.242,0.000,0.000,0.000,0.242
6669,2733.517,0.000,0.242,0.242,0.000,0.000,0.000,0.242
6670,2733.944,1.799,0.241,0.241,0.000,0.000,0.000,0.241
6671,2734.372,0.000,0.241,0.241,0.000,0.000,0.000,0.241
6672,2734.800,1.928,0.240,0.240,0.000,0.000,0.000,0.240
6673,2735.228,0.893,0.240,0.240,0.000,0.000,0.000,0.240
6674,2735.656,0.000,0.240,0.240,0.000,0.000,0.000,0.240
6675,2736.084,0.000,0.239,0.239,0.000,0.000,0.000,0.239
6676,2736.511,0.000,0.239,0.239,0.000,0.000,0.000,0.239
6677,2736.939,0.000,0.238,0.238,0.000,0.000,0.000,0.238
6678,2737.367,1.000,0.238,0.238,0.000,0.000,0.000,0.238
6679,2737.795,0.000,0.237,0.237,0.000,0.000,0.000,0.237
6680,2738.223,0.000,0.237,0.237,0.000,0.000,0.000,0.237
6681,2738.651,0.000,0.236,0.236,0.000,0.000,0.000,0.236
6682,2739.079,0.000,0.236,0.236,0.000,0.000,0.000,0.236
6683,2739.506,0.000,0.235,0.235,0.000,0.000,0.000,0.235
6684,2739.934,0.000,0.235,0.235,0.000,0.000,0.000,0.235
6685,2740.362,0.000,0.234,0.234,0.000,0.000,0.000,0.234
6686,2740.790,0.000,0.234,0.234,0.000,0.000,0.000,0.234
6687,2741.218,0.000,0.233,0.233,0.000,0.000,0.000,0.233
6688,2741.646,0.000,0.233,0.233,0.000,0.000,0.000,0.233
6689,2742.073,0.000,0.232,0.232,0.000,0.000,0.000,0.232
6690,2742.501,0.000,0.232,0.232,0.000,0.000,0.000,0.232
6691,2742.929,0.000,0.231,0.231,0.000,0.000,0.000,0.231
6692,2743.357,0.872,0.231,0.231,0.000,0.000,0.000,0.231
6693,2743.785,0.000,0.230,0.230,0.000,0.000,0.000,0.230
6694,2744.213,0.000,0.230,0.230,0.000,0.000,0.000,0.230
6695,2744.641,0.000,0.229,0.229,0.000,0.000,0.000,0.229
6696,2745.068,0.000,0.229,0.229,0.000,0.000,0.000,0.229
6697,2745.496,0.000,0.228,0.228,0.000,0.000,0.000,0.228
6698,2745.924,0.000,0.228,0.228,0.000,0.000,0.000,0.228
6699,2746.352,0.000,0.227,0.227,0.000,0.000,0.000,0.227
6700,2746.780,0.000,0.227,0.227,0.000,0.000,0.000,0.227
6701,2747.208,0.000,0.226,0.226,0.000,0.000,0.000,0.226
6702,2747.636,0.000,0.226,0.226,0.000,0.000,0.000,0.226
6703,2748.063,0.000,0.225,0.225,0.000,0.000,0.000,0.225
6704,2748.491,0.000,0.225,0.225,0.000,0.000,0.000,0.225
6705,2748.919,0.000,0.224,0.224,0.000,0.000,0.000,0.224
6706,2749.347,0.944,0.224,0.224,0.000,0.000,0.000,0.224
6707,2749.775,0.944,0.223,0.223,0.000,0.000,0.000,0.223
6708,2750.203,0.000,0.223,0.223,0.000,0.000,0.000,0.223
6709,2750.631,0.833,0.223,0.223,0.000,0.000,0.000,0.223
6710,2751.059,0.000,0.222,0.222,0.000,0.000,0.000,0.222
6711,2751.486,1.000,0.222,0.222,0.000,0.000,0.000,0.222
6712,2751.914,0.000,0.221,0.221,0.000,0.000,0.000,0.221
6713,2752.342,0.000,0.221,0.221,0.000,0.000,0.000,0.221
6714,2752.770,0.000,0.220,0.220,0.000,0.000,0.000,0.220
6715,2753.198,0.944,0.220,0.220,0.000,0.000,0.000,0.220
6716,2753.626,0.000,0.219,0.219,0.000,0.000,0.000,0.219
6717,2754.054,0.000,0.219,0.219,0.000,0.000,0.000,0.219
6718,2754.481,0.965,0.218,0.218,0.000,0.000,0.000,0.218
6719,2754.909,0.000,0.218,0.218,0.000,0.000,0.000,0.218
6720,2755.337,0.890,0.217,0.217,0.000,0.000,0.000,0.217
6721,2755.765,0.000,0.217,0.217,0.000,0.000,0.000,0.217
6722,2756.193,0.000,0.216,0.216,0.000,0.000,0.000,0.216
6723,2756.621,0.000,0.216,0.216,0.000,0.000,0.000,0.216
6724,2757.049,0.000,0.215,0.215,0.000,0.000,0.000,0.215
6725,2757.477,0.985,0.215,0.215,0.000,0.000,0.000,0.215
6726,2757.905,0.000,0.214,0.214,0.000,0.000,0.000,0.214
6727,2758.332,0.000,0.214,0.214,0.000,0.000,0.000,0.214
6728,2758.760,0.944,0.213,0.213,0.000,0.000,0.000,0.213
6729,2759.188,0.000,0.213,0.213,0.000,0.000,0.000,0.213
6730,2759.616,0.000,0.212,0.212,0.000,0.000,0.000,0.212
6731,2760.044,0.000,0.212,0.212,0.000,0.000,0.000,0.212
6732,2760.472,0.000,0.211,0.211,0.000,0.000,0.000,0.211
6733,2760.900,0.708,0.211,0.211,0.000,0.000,0.000,0.211
6734,2761.328,0.000,0.210,0.210,0.000,0.000,0.000,0.210
6735,2761.755,0.000,0.210,0.210,0.000,0.000,0.000,0.210
6736,2762.183,0.000,0.209,0.209,0.000,0.000,0.000,0.209
6737,2762.611,0.000,0.209,0.209,0.000,0.000,0.000,0.209
6738,2763.039,0.000,0.208,0.208,0.000,0.000,0.000,0.208
6739,2763.467,0.000,0.208,0.208,0.000,0.000,0.000,0.208
6740,2763.895,0.000,0.207,0.207,0.000,0.000,0.000,0.207
6741,2764.323,0.000,0.207,0.207,0.000,0.000,0.000,0.207
6742,2764.751,0.000,0.207,0.207,0.000,0.000,0.000,0.207
6743,2765.179,0.000,0.206,0.206,0.000,0.000,0.000,0.206
6744,2765.607,0.000,0.206,0.206,0.000,0.000,0.000,0.206
6745,2766.034,0.000,0.205,0.205,0.000,0.000,0.000,0.205
6746,2766.462,0.000,0.205,0.205,0.000,0.000,0.000,0.205
6747,2766.890,0.000,0.204,0.204,0.000,0.000,0.000,0.204
6748,2767.318,0.000,0.204,0.204,0.000,0.000,0.000,0.204
6749,2767.746,0.000,0.203,0.203,0.000,0.000,0.000,0.203
6750,2768.174,0.000,0.203,0.203,0.000,0.000,0.000,0.203
6751,2768.602,0.000,0.202,0.202,0.000,0.000,0.000,0.202
6752,2769.030,0.000,0.202,0.202,0.000,0.000,0.000,0.202
6753,2769.458,0.000,0.201,0.201,0.000,0.000,0.000,0.201
6754,2769.886,0.000,0.201,0.201,0.000,0.000,0.000,0.201
6755,2770.313,0.972,0.200,0.200,0.000,0.000,0.000,0.200
6756,2770.741,0.000,0.200,0.200,0.000,0.000,0.000,0.200
6757,2771.169,0.000,0.199,0.199,0.000,0.000,0.000,0.199
6758,2771.597,0.900,0.199,0.199,0.000,0.000,0.000,0.199
6759,2772.025,0.894,0.198,0.198,0.000,0.000,0.000,0.198
6760,2772.453,0.000,0.198,0.198,0.000,0.000,0.000,0.198
6761,2772.881,0.000,0.197,0.197,0.000,0.000,0.000,0.197
6762,2773.309,0.000,0.197,0.197,0.000,0.000,0.000,0.197
6763,2773.737,0.904,0.196,0.196,0.000,0.000,0.000,0.196
6764,2774.165,0.000,0.196,0.196,0.000,0.000,0.000,0.196
6765,2774.592,0.000,0.195,0.195,0.000,0.000,0.000,0.195
6766,2775.020,0.000,0.195,0.195,0.000,0.000,0.000,0.195
6767,2775.448,0.000,0.194,0.194,0.000,0.000,0.000,0.194
6768,2775.876,0.000,0.194,0.194,0.000,0.000,0.000,0.194
6769,2776.304,0.000,0.193,0.193,0.000,0.000,0.000,0.193
6770,2776.732,1.889,0.193,0.193,0.000,0.000,0.000,0.193
6771,2777.160,0.000,0.192,0.192,0.000,0.000,0.000,0.192
6772,2777.588,0.000,0.192,0.192,0.000,0.000,0.000,0.192
6773,2778.016,0.000,0.191,0.191,0.000,0.000,0.000,0.191
6774,2778.444,0.000,0.191,0.191,0.000,0.000,0.000,0.191
6775,2778.872,0.000,0.191,0.191,0.000,0.000,0.000,0.191
6776,2779.300,0.000,0.190,0.190,0.000,0.000,0.000,0.190
6777,2779.727,0.000,0.190,0.190,0.000,0.000,0.000,0.190
6778,2780.155,0.000,0.189,0.189,0.000,0.000,0.000,0.189
6779,2780.583,0.000,0.189,0.189,0.000,0.000,0.000,0.189
6780,2781.011,0.000,0.188,0.188,0.000,0.000,0.000,0.188
6781,2781.439,0.000,0.188,0.188,0.000,0.000,0.000,0.188
6782,2781.867,0.941,0.187,0.187,0.000,0.000,0.000,0.187
6783,2782.295,0.000,0.187,0.187,0.000,0.000,0.000,0.187
6784,2782.723,0.000,0.186,0.186,0.000,0.000,0.000,0.186
6785,2783.151,0.000,0.186,0.186,0.000,0.000,0.000,0.186
6786,2783.579,0.000,0.185,0.185,0.000,0.000,0.000,0.185
6787,2784.007,0.000,0.185,0.185,0.000,0.000,0.000,0.185
6788,2784.435,0.000,0.184,0.184,0.000,0.000,0.000,0.184
6789,2784.863,0.000,0.184,0.184,0.000,0.000,0.000,0.184
6790,2785.290,0.000,0.183,0.183,0.000,0.000,0.000,0.183
6791,2785.718,0.000,0.183,0.183,0.000,0.000,0.000,0.183
6792,2786.146,0.000,0.182,0.182,0.000,0.000,0.000,0.182
6793,2786.574,0.000,0.182,0.182,0.000,0.000,0.000,0.182
6794,2787.002,0.000,0.181,0.181,0.000,0.000,0.000,0.181
6795,2787.430,0.000,0.181,0.181,0.000,0.000,0.000,0.181
6796,2787.858,0.000,0.180,0.180,0.000,0.000,0.000,0.180
6797,2788.286,0.000,0.180,0.180,0.000,0.000,0.000,0.180
6798,2788.714,0.000,0.179,0.179,0.000,0.000,0.000,0.179
6799,2789.142,0.000,0.179,0.179,0.000,0.000,0.000,0.179
6800,2789.570,0.000,0.178,0.178,0.000,0.000,0.000,0.178
6801,2789.998,0.944,0.178,0.178,0.000,0.000,0.000,0.178
6802,2790.426,0.000,0.177,0.177,0.000,0.000,0.000,0.177
6803,2790.854,0.000,0.177,0.177,0.000,0.000,0.000,0.177
6804,2791.282,0.000,0.176,0.176,0.000,0.000,0.000,0.176
6805,2791.709,0.000,0.176,0.176,0.000,0.000,0.000,0.176
6806,2792.137,0.000,0.175,0.175,0.000,0.000,0.000,0.175
6807,2792.565,0.000,0.175,0.175,0.000,0.000,0.000,0.175
6808,2792.993,0.000,0.174,0.174,0.000,0.000,0.000,0.174
6809,2793.421,0.000,0.174,0.174,0.000,0.000,0.000,0.174
6810,2793.849,0.000,0.174,0.174,0.000,0.000,0.000,0.174
6811,2794.277,0.000,0.173,0.173,0.000,0.000,0.000,0.173
6812,2794.705,0.000,0.173,0.173,0.000,0.000,0.000,0.173
6813,2795.133,0.000,0.172,0.172,0.000,0.000,0.000,0.172
6814,2795.561,0.000,0.172,0.172,0.000,0.000,0.000,0.172
6815,2795.989,0.000,0.171,0.171,0.000,0.000,0.000,0.171
6816,2796.417,0.000,0.171,0.171,0.000,0.000,0.000,0.171
6817,2796.845,0.000,0.170,0.170,0.000,0.000,0.000,0.170
6818,2797.273,0.000,0.170,0.170,0.000,0.000,0.000,0.170
6819,2797.701,0.000,0.169,0.169,0.000,0.000,0.000,0.169
6820,2798.129,0.000,0.169,0.169,0.000,0.000,0.000,0.169
6821,2798.557,0.000,0.168,0.168,0.000,0.000,0.000,0.168
6822,2798.985,0.000,0.168,0.168,0.000,0.000,0.000,0.168
6823,2799.413,0.000,0.167,0.167,0.000,0.000,0.000,0.167
6824,2799.840,0.000,0.167,0.167,0.000,0.000,0.000,0.167
6825,2800.268,0.000,0.166,0.166,0.000,0.000,0.000,0.166
6826,2800.696,0.000,0.166,0.166,0.000,0.000,0.000,0.166
6827,2801.124,0.000,0.165,0.165,0.000,0.000,0.000,0.165
6828,2801.552,0.889,0.165,0.165,0.000,0.000,0.000,0.165
6829,2801.980,0.000,0.164,0.164,0.000,0.000,0.000,0.164
6830,2802.408,0.000,0.164,0.164,0.000,0.000,0.000,0.164
6831,2802.836,0.000,0.163,0.163,0.000,0.000,0.000,0.163
6832,2803.264,0.000,0.163,0.163,0.000,0.000,0.000,0.163
6833,2803.692,0.000,0.162,0.162,0.000,0.000,0.000,0.162
6834,2804.120,0.000,0.162,0.162,0.000,0.000,0.000,0.162
6835,2804.548,0.000,0.161,0.161,0.000,0.000,0.000,0.161
6836,2804.976,0.000,0.161,0.161,0.000,0.000,0.000,0.161
6837,2805.404,0.000,0.160,0.160,0.000,0.000,0.000,0.160
6838,2805.832,0.000,0.160,0.160,0.000,0.000,0.000,0.160
6839,2806.260,0.000,0.159,0.159,0.000,0.000,0.000,0.159
6840,2806.688,0.000,0.159,0.159,0.000,0.000,0.000,0.159
6841,2807.116,0.000,0.158,0.158,0.000,0.000,0.000,0.158
6842,2807.544,0.000,0.158,0.158,0.000,0.000,0.000,0.158
6843,2807.972,0.000,0.158,0.158,0.000,0.000,0.000,0.158
6844,2808.400,0.000,0.157,0.157,0.000,0.000,0.000,0.157
6845,2808.828,0.000,0.157,0.157,0.000,0.000,0.000,0.157
6846,2809.256,0.000,0.156,0.156,0.000,0.000,0.000,0.156
6847,2809.684,0.000,0.156,0.156,0.000,0.000,0.000,0.156
6848,2810.111,0.000,0.155,0.155,0.000,0.000,0.000,0.155
6849,2810.539,0.000,0.155,0.155,0.000,0.000,0.000,0.155
6850,2810.967,0.962,0.154,0.154,0.000,0.000,0.000,0.154
6851,2811.395,0.000,0.154,0.154,0.000,0.000,0.000,0.154
6852,2811.823,0.000,0.153,0.153,0.000,0.000,0.000,0.153
6853,2812.251,0.000,0.153,0.153,0.000,0.000,0.000,0.153
6854,2812.679,0.000,0.152,0.152,0.000,0.000,0.000,0.152
6855,2813.107,0.000,0.152,0.152,0.000,0.000,0.000,0.152
6856,2813.535,0.900,0.151,0.151,0.000,0.000,0.000,0.151
6857,2813.963,0.903,0.151,0.151,0.000,0.000,0.000,0.151
6858,2814.391,0.976,0.150,0.150,0.000,0.000,0.000,0.150
6859,2814.819,0.000,0.150,0.150,0.000,0.000,0.000,0.150
6860,2815.247,0.000,0.149,0.149,0.000,0.000,0.000,0.149
6861,2815.675,0.000,0.149,0.149,0.000,0.000,0.000,0.149
6862,2816.103,1.970,0.148,0.148,0.000,0.000,0.000,0.148
6863,2816.531,0.000,0.148,0.148,0.000,0.000,0.000,0.148
6864,2816.959,0.000,0.147,0.147,0.000,0.000,0.000,0.147
6865,2817.387,0.000,0.147,0.147,0.000,0.000,0.000,0.147
6866,2817.815,0.000,0.146,0.146,0.000,0.000,0.000,0.146
6867,2818.243,0.000,0.146,0.146,0.000,0.000,0.000,0.146
6868,2818.671,0.000,0.145,0.145,0.000,0.000,0.000,0.145
6869,2819.099,0.000,0.145,0.145,0.000,0.000,0.000,0.145
6870,2819.527,0.000,0.144,0.144,0.000,0.000,0.000,0.144
6871,2819.955,0.000,0.144,0.144,0.000,0.000,0.000,0.144
6872,2820.383,0.000,0.143,0.143,0.000,0.000,0.000,0.143
6873,2820.811,0.000,0.143,0.143,0.000,0.000,0.000,0.143
6874,2821.239,0.000,0.142,0.142,0.000,0.000,0.000,0.142
6875,2821.667,0.000,0.142,0.142,0.000,0.000,0.000,0.142
6876,2822.095,0.000,0.141,0.141,0.000,0.000,0.000,0.141
6877,2822.523,0.000,0.141,0.141,0.000,0.000,0.000,0.141
6878,2822.951,0.000,0.141,0.141,0.000,0.000,0.000,0.141
6879,2823.379,0.000,0.140,0.140,0.000,0.000,0.000,0.140
6880,2823.807,0.000,0.140,0.140,0.000,0.000,0.000,0.140
6881,2824.235,0.000,0.139,0.139,0.000,0.000,0.000,0.139
6882,2824.663,0.000,0.139,0.139,0.000,0.000,0.000,0.139
6883,2825.091,0.000,0.138,0.138,0.000,0.000,0.000,0.138
6884,2825.519,0.000,0.138,0.138,0.000,0.000,0.000,0.138
6885,2825.947,0.000,0.137,0.137,0.000,0.000,0.000,0.137
6886,2826.375,0.000,0.137,0.137,0.000,0.000,0.000,0.137
6887,2826.803,0.000,0.136,0.136,0.000,0.000,0.000,0.136
6888,2827.231,0.000,0.136,0.136,0.000,0.000,0.000,0.136
6889,2827.659,0.000,0.135,0.135,0.000,0.000,0.000,0.135
6890,2828.087,0.000,0.135,0.135,0.000,0.000,0.000,0.135
6891,2828.515,0.000,0.134,0.134,0.000,0.000,0.000,0.134
6892,2828.943,0.000,0.134,0.134,0.000,0.000,0.000,0.134
6893,2829.371,0.000,0.133,0.133,0.000,0.000,0.000,0.133
6894,2829.799,0.000,0.133,0.133,0.000,0.000,0.000,0.133
6895,2830.227,0.910,0.132,0.132,0.000,0.000,0.000,0.132
6896,2830.655,0.000,0.132,0.132,0.000,0.000,0.000,0.132
6897,2831.083,0.000,0.131,0.131,0.000,0.000,0.000,0.131
6898,2831.511,0.844,0.131,0.131,0.000,0.000,0.000,0.131
