ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Backscatter,DE-1588,SE-1631,DE-1631,Xray-Th,SE-1588,Xray-La,continuum
148,42.040,2946.720,2946.720,5501.288,5427.342,1429.754,821.682,1279.231,174.166,97.298,17.926,1.688,1.141,898.244,464.070,65.932,41.971,45.077,114.223,19.833,29.032,0.000
149,42.424,3332.288,3332.288,5733.844,5674.039,1494.755,859.038,1337.389,173.224,101.722,18.741,1.765,1.192,939.081,485.333,68.930,43.879,47.126,119.416,20.735,21.497,0.000
150,42.808,2795.902,2795.902,5968.308,5920.736,1559.755,896.394,1395.546,172.515,106.145,19.556,1.842,1.244,979.917,506.767,71.927,45.787,49.175,124.608,21.636,15.471,0.000
151,43.192,2942.995,2942.995,6204.828,6167.434,1624.754,933.748,1453.701,172.325,110.569,20.371,1.918,1.296,1020.752,528.368,74.924,47.695,51.225,129.801,22.538,10.818,0.000
152,43.575,3026.753,3026.753,6443.407,6414.131,1689.751,971.102,1511.856,172.850,114.992,21.186,1.995,1.348,1061.587,550.134,77.922,49.603,53.274,134.994,23.439,7.350,0.000
153,43.959,3083.368,3083.368,6683.934,6660.828,1754.748,1008.456,1570.009,174.190,119.415,22.000,2.072,1.400,1102.421,572.065,80.919,51.511,55.323,140.186,24.341,4.851,0.000
154,44.343,3140.461,3140.461,6926.215,6907.526,1819.745,1045.809,1628.162,176.364,123.838,22.815,2.149,1.452,1143.254,594.161,83.916,53.419,57.372,145.379,25.243,3.111,0.000
155,44.727,3318.973,3318.973,7170.008,7154.223,1884.742,1083.161,1686.314,179.329,128.261,23.630,2.225,1.504,1184.087,616.413,86.913,55.327,59.421,150.571,26.144,1.938,0.000
156,45.110,3728.918,3728.918,7415.053,7400.920,1949.740,1120.514,1744.466,182.997,132.684,24.445,2.302,1.555,1224.920,638.805,89.911,57.235,61.470,155.763,27.046,1.173,0.000
157,45.494,3680.176,3680.176,7661.092,7647.618,2014.740,1157.866,1802.617,187.257,137.107,25.260,2.379,1.607,1265.753,661.314,92.908,59.143,63.520,160.956,27.947,0.689,0.000
158,45.878,3947.133,3947.133,7907.885,7894.315,2079.744,1195.218,1860.769,191.994,141.530,26.075,2.456,1.659,1306.585,683.908,95.905,61.051,65.569,166.148,28.849,0.394,0.000
159,46.261,4450.820,4450.820,8155.221,8141.012,2144.756,1232.571,1918.921,197.098,145.953,26.890,2.532,1.711,1347.418,706.552,98.902,62.959,67.618,171.341,29.750,0.218,0.000
160,46.645,4490.548,4490.548,8402.925,8387.710,2209.777,1269.924,1977.073,202.474,150.376,27.705,2.609,1.763,1388.251,729.204,101.899,64.867,69.667,176.533,30.652,0.118,0.000
161,47.028,5143.988,5143.988,8650.857,8634.407,2274.816,1307.276,2035.226,208.044,154.799,28.520,2.686,1.815,1429.085,751.830,104.897,66.775,71.716,181.725,31.554,0.062,0.000
162,47.412,5496.743,5496.743,8898.918,8881.104,2339.878,1344.630,2093.379,213.746,159.222,29.334,2.763,1.867,1469.918,774.401,107.894,68.683,73.765,186.918,32.455,0.031,0.000
163,47.795,5880.886,5880.886,9147.052,9127.802,2404.977,1381.983,2151.533,219.536,163.646,30.149,2.839,1.919,1510.752,796.904,110.891,70.591,75.814,192.110,33.357,0.015,0.000
164,48.178,6192.559,6192.559,9395.246,9374.499,2470.127,1419.337,2209.687,225.383,168.069,30.964,2.916,1.971,1551.587,819.350,113.888,72.499,77.864,197.303,34.258,0.007,0.000
165,48.562,6437.436,6437.436,9643.539,9621.196,2535.350,1456.692,2267.842,231.264,172.492,31.779,2.993,2.023,1592.422,841.781,116.886,74.407,79.913,202.496,35.160,0.003,0.000
166,48.945,7298.560,7298.560,9892.021,9867.894,2600.674,1494.046,2325.998,237.167,176.915,32.594,3.070,2.075,1633.257,864.276,119.883,76.315,81.962,207.688,36.062,0.002,0.000
167,49.328,7741.641,7741.641,10140.848,10114.591,2666.135,1531.402,2384.154,243.081,181.339,33.409,3.146,2.127,1674.093,886.962,122.880,78.223,84.011,212.881,36.963,0.001,0.000
168,49.711,7851.541,7851.541,10390.242,10361.288,2731.778,1568.758,2442.312,249.003,185.762,34.224,3.223,2.180,1714.930,910.024,125.878,80.131,86.061,218.074,37.865,0.000,0.000
169,50.094,8457.990,8457.990,10640.502,10607.986,2797.656,1606.114,2500.470,254.928,190.186,35.039,3.300,2.234,1755.767,933.708,128.875,82.039,88.110,223.267,38.767,0.000,0.000
170,50.478,8715.738,8715.738,10892.013,10854.683,2863.834,1643.472,2558.630,260.856,194.609,35.854,3.377,2.289,1796.606,958.337,131.873,83.947,90.160,228.460,39.668,0.000,0.000
171,50.861,9332.608,9332.608,11145.248,11101.381,2930.380,1680.830,2616.791,266.785,199.033,36.669,3.453,2.346,1837.445,984.313,134.871,85.856,92.209,233.653,40.570,0.000,0.000
172,51.244,9926.805,9926.805,11400.777,11348.078,2997.370,1718.191,2674.956,272.714,203.457,37.484,3.530,2.406,1878.287,1012.129,137.869,87.764,94.259,238.847,41.472,0.000,0.000
173,51.627,10303.127,10303.127,11659.265,11594.775,3064.881,1755.553,2733.123,278.644,207.881,38.299,3.607,2.471,1919.130,1042.369,140.867,89.672,96.308,244.041,42.374,0.000,0.000
174,52.010,10743.895,10743.895,11921.466,11841.473,3132.984,1792.918,2791.295,284.575,212.306,39.114,3.684,2.543,1959.977,1075.711,143.865,91.581,98.358,249.235,43.275,0.000,0.000
175,52.393,11299.714,11299.714,12188.210,12088.170,3201.738,1830.287,2849.472,290.506,216.731,39.930,3.760,2.625,2000.828,1112.919,146.863,93.490,100.408,254.430,44.177,0.000,0.000
176,52.776,11436.225,11436.225,12460.380,12334.867,3271.181,1867.661,2907.657,296.438,221.156,40.745,3.837,2.724,2041.685,1154.825,149.862,95.399,102.458,259.625,45.080,0.000,0.000
177,53.159,11932.590,11932.590,12738.877,12581.565,3341.324,1905.041,2965.852,302.371,225.583,41.560,3.914,2.845,2082.548,1202.309,152.862,97.308,104.509,264.821,45.982,0.000,0.000
178,53.541,12568.731,12568.731,13024.578,12828.262,3412.140,1942.429,3024.060,308.305,230.010,42.376,3.991,2.997,2123.421,1256.257,155.862,99.218,106.560,270.018,46.884,0.000,0.000
179,53.924,12740.275,12740.275,13318.280,13074.959,3483.560,1979.827,3082.283,314.241,234.438,43.192,4.068,3.194,2164.306,1317.515,158.862,101.128,108.612,275.217,47.787,0.000,0.000
180,54.307,12955.323,12955.323,13620.636,13321.657,3555.464,2017.237,3140.525,320.179,238.868,44.008,4.144,3.451,2205.206,1386.827,161.864,103.039,110.664,280.418,48.690,0.000,0.000
181,54.690,13469.191,13469.191,13932.089,13568.354,3627.687,2054.663,3198.790,326.119,243.300,44.825,4.221,3.788,2246.126,1464.771,164.867,104.951,112.717,285.620,49.593,0.000,0.000
182,55.072,13892.829,13892.829,14252.809,13815.051,3700.019,2092.106,3257.083,332.062,247.734,45.641,4.298,4.229,2287.070,1551.685,167.872,106.863,114.771,290.825,50.497,0.000,0.000
183,55.455,14537.975,14537.975,14582.627,14061.749,3772.214,2129.570,3315.409,338.008,252.170,46.459,4.375,4.805,2328.046,1647.602,170.878,108.777,116.826,296.033,51.401,0.000,0.000
184,55.838,14705.541,14705.541,14920.996,14308.446,3844.002,2167.058,3373.772,343.959,256.609,47.277,4.452,5.550,2369.064,1752.187,173.886,110.692,118.883,301.244,52.306,0.000,0.000
185,56.220,14612.969,14612.969,15266.956,14555.143,3915.110,2204.574,3432.178,349.913,261.051,48.095,4.529,6.503,2410.138,1864.694,176.896,112.608,120.941,306.459,53.211,0.000,0.000
186,56.603,15237.036,15237.036,15619.141,14801.841,3985.275,2242.120,3490.631,355.872,265.497,48.914,4.606,7.705,2451.289,1983.941,179.909,114.526,123.001,311.678,54.118,0.000,0.000
187,56.985,15844.496,15844.496,15975.796,15048.538,4054.268,2279.701,3549.138,361.837,269.947,49.734,4.684,9.202,2492.547,2108.322,182.924,116.445,125.062,316.902,55.025,0.000,0.000
188,57.368,15949.013,15949.013,16334.842,15295.235,4121.912,2317.319,3607.703,367.808,274.401,50.554,4.761,11.036,2533.959,2235.835,185.942,118.366,127.126,322.131,55.933,0.000,0.000
189,57.750,16648.771,16648.771,16693.958,15541.933,4188.092,2354.977,3666.330,373.784,278.859,51.376,4.838,13.244,2575.595,2364.152,188.963,120.290,129.191,327.364,56.841,0.000,0.000
190,58.132,16327.654,16327.654,16872.995,15610.930,4205.932,2365.749,3683.102,375.494,280.133,51.611,4.860,15.822,2588.120,2475.702,189.827,120.839,129.781,328.860,57.101,0.000,0.000
191,58.515,17093.359,17093.359,17047.220,15679.927,4222.303,2376.561,3699.935,377.208,281.411,51.846,4.883,18.826,2601.124,2582.883,190.693,121.391,130.374,330.361,57.362,0.000,0.000
192,58.897,17809.720,17809.720,17214.360,15748.924,4237.317,2387.413,3716.837,378.929,282.693,52.082,4.905,22.256,2614.838,2683.069,191.561,121.943,130.967,331.865,57.623,0.000,0.000
193,59.279,18337.189,18337.189,17372.476,15817.922,4251.154,2398.312,3733.815,380.656,283.978,52.319,4.927,26.094,2629.602,2773.805,192.432,122.498,131.563,333.374,57.885,0.000,0.000
194,59.662,18401.833,18401.833,17520.120,15886.919,4264.044,2409.260,3750.885,382.390,285.267,52.556,4.949,30.298,2645.909,2852.946,193.305,123.054,132.160,334.887,58.148,0.000,0.000
195,60.044,19061.670,19061.670,17656.504,15955.916,4276.251,2420.268,3768.067,384.131,286.559,52.794,4.972,34.799,2664.460,2918.778,194.180,123.611,132.758,336.403,58.411,0.000,0.000
196,60.426,19463.773,19463.773,17781.655,16024.913,4288.052,2431.346,3785.397,385.880,287.853,53.033,4.994,39.502,2686.243,2970.113,195.057,124.169,133.358,337.922,58.675,0.000,0.000
197,60.808,20064.542,20064.542,17896.559,16093.911,4299.717,2442.513,3802.927,387.639,289.149,53.272,5.017,44.286,2712.619,3006.352,195.936,124.728,133.958,339.445,58.939,0.000,0.000
198,61.190,20286.434,20286.434,18003.297,16162.908,4311.496,2453.795,3820.734,389.409,290.448,53.511,5.039,49.011,2745.446,3027.508,196.816,125.289,134.560,340.969,59.204,0.000,0.000
199,61.572,21173.784,21173.784,18105.175,16231.905,4323.603,2465.227,3838.933,391.194,291.748,53.750,5.062,53.521,2787.213,3034.189,197.697,125.849,135.162,342.495,59.469,0.000,0.000
200,61.954,21587.872,21587.872,18206.845,16300.902,4336.208,2476.857,3857.687,392.998,293.050,53.990,5.085,57.653,2841.198,3027.542,198.579,126.411,135.766,344.024,59.734,0.000,0.000
201,62.336,22886.481,22886.481,18314.423,16369.900,4349.435,2488.751,3877.225,394.826,294.354,54.230,5.107,61.248,2911.654,3009.170,199.463,126.973,136.369,345.554,60.000,0.000,0.000
202,62.718,23549.834,23549.834,18435.604,16438.897,4363.364,2500.991,3897.860,396.686,295.659,54.471,5.130,64.158,3004.001,2981.012,200.347,127.536,136.974,347.087,60.266,0.000,0.000
203,63.100,24534.242,24534.242,18579.782,16507.894,4378.031,2513.685,3920.018,398.586,296.967,54.712,5.152,66.258,3125.021,2945.221,201.233,128.101,137.580,348.622,60.532,0.000,0.000
204,63.482,25568.764,25568.764,18758.146,16576.891,4393.441,2526.965,3944.265,400.537,298.278,54.953,5.175,67.455,3283.051,2904.026,202.122,128.666,138.187,350.161,60.800,0.000,0.000
205,63.864,26729.606,26729.606,18983.766,16645.889,4409.574,2540.993,3971.341,402.552,299.594,55.196,5.198,67.693,3488.141,2859.604,203.013,129.233,138.797,351.704,61.068,0.000,0.000
206,64.246,28017.618,28017.618,19271.637,16714.886,4426.397,2555.963,4002.197,404.647,300.916,55.439,5.221,66.957,3752.159,2813.964,203.908,129.803,139.409,353.255,61.337,0.000,0.000
207,64.627,29195.839,29195.839,19638.661,16783.883,4443.870,2572.101,4038.032,406.838,302.246,55.685,5.244,65.278,4088.817,2768.850,204.809,130.377,140.024,354.816,61.608,0.000,0.000
208,65.009,30622.620,30622.620,20103.539,16852.880,4461.958,2589.665,4080.339,409.146,303.588,55.932,5.267,62.726,4513.593,2725.673,205.717,130.955,140.645,356.389,61.881,0.000,0.000
209,65.391,32738.031,32738.031,20686.542,16921.878,4480.636,2608.941,4130.934,411.590,304.945,56.183,5.291,59.408,5043.497,2685.469,206.635,131.539,141.273,357.980,62.157,0.000,0.000
210,65.773,35145.037,35145.037,21409.127,16990.875,4499.896,2630.239,4191.991,414.192,306.323,56.437,5.315,55.457,5696.688,2648.888,207.566,132.132,141.909,359.592,62.437,0.000,0.000
211,66.154,36916.970,36916.970,22293.375,17059.872,4519.749,2653.886,4266.061,416.973,307.726,56.696,5.339,51.028,6491.884,2616.208,208.513,132.734,142.557,361.232,62.722,0.000,0.000
212,66.536,38699.918,38699.918,23361.227,17128.869,4540.226,2680.211,4356.072,419.952,309.163,56.963,5.364,46.285,7447.585,2587.371,209.480,133.350,143.218,362.908,63.013,0.000,0.000
213,66.917,41564.103,41564.103,24633.516,17197.867,4561.385,2709.534,4465.312,423.146,310.640,57.238,5.389,41.390,8581.085,2562.043,210.472,133.981,143.896,364.627,63.311,0.000,0.000
214,67.299,43222.774,43222.774,26128.795,17266.864,4583.302,2742.145,4597.378,426.569,312.168,57.524,5.415,36.495,9907.321,2539.673,211.494,134.632,144.595,366.398,63.619,0.000,0.000
215,67.680,45884.496,45884.496,27862.015,17335.861,4606.076,2778.286,4756.099,430.229,313.758,57.824,5.442,31.736,11437.577,2519.573,212.552,135.306,145.319,368.231,63.937,0.000,0.000
216,68.062,48542.131,48542.131,29843.076,17404.858,4629.823,2818.132,4945.415,434.128,315.422,58.143,5.470,27.225,13178.123,2500.988,213.653,136.007,146.071,370.139,64.268,0.000,0.000
217,68.443,50527.487,50527.487,32075.364,17473.856,4654.674,2861.764,5169.222,438.259,317.176,58.484,5.500,23.050,15128.859,2483.161,214.803,136.739,146.858,372.131,64.614,0.000,0.000
218,68.825,53517.374,53517.374,34554.339,17542.853,4680.772,2909.154,5431.177,442.610,319.035,58.855,5.531,19.269,17282.071,2465.397,216.010,137.507,147.682,374.222,64.977,0.000,0.000
219,69.206,56170.621,56170.621,37266.310,17611.850,4708.268,2960.143,5734.466,447.158,321.017,59.263,5.563,15.918,19621.412,2447.103,217.280,138.315,148.551,376.423,65.359,0.000,0.000
220,69.587,59343.495,59343.495,40187.505,17680.847,4737.311,3014.432,6081.554,451.873,323.143,59.719,5.598,13.007,22121.205,2427.823,218.621,139.169,149.468,378.748,65.763,0.000,0.000
221,69.969,61714.845,61714.845,43283.556,17749.845,4768.051,3071.573,6473.912,456.718,325.436,60.236,5.634,10.528,24746.190,2407.257,220.040,140.072,150.438,381.209,66.189,0.000,0.000
222,70.350,63870.489,63870.489,46509.497,17818.842,4800.623,3130.973,6911.749,461.649,327.919,60.832,5.672,8.457,27451.786,2385.266,221.543,141.029,151.466,383.817,66.642,0.000,0.000
223,70.731,65723.793,65723.793,49810.367,17887.839,4835.151,3191.899,7393.765,466.619,330.620,61.528,5.713,6.758,30184.939,2361.862,223.137,142.044,152.555,386.584,67.121,0.000,0.000
224,71.112,67885.713,67885.713,53122.438,17956.836,4871.731,3253.501,7916.938,471.579,333.566,62.354,5.757,5.390,32885.553,2337.197,224.825,143.118,153.709,389.517,67.629,0.000,0.000
225,71.493,69535.535,69535.535,56375.076,18025.834,4910.437,3314.835,8476.379,476.480,336.789,63.345,5.802,4.309,35488.504,2311.534,226.611,144.255,154.930,392.626,68.166,0.000,0.000
226,71.874,70918.603,70918.603,59493.189,18094.831,4951.303,3374.904,9065.265,481.277,340.321,64.546,5.851,3.470,37926.138,2285.222,228.496,145.455,156.219,395.914,68.733,0.000,0.000
227,72.255,71915.240,71915.240,62400.145,18163.828,4994.329,3432.690,9674.867,485.930,344.196,66.014,5.901,2.831,40131.154,2258.667,230.481,146.719,157.576,399.386,69.330,0.000,0.000
228,72.636,72296.728,72296.728,65021.024,18232.825,5039.469,3487.208,10294.692,490.406,348.449,67.817,5.955,2.353,42039.698,2232.297,232.563,148.044,158.999,403.042,69.956,0.000,0.000
229,73.017,72998.910,72998.910,67286.018,18301.823,5086.635,3537.544,10912.734,494.681,353.114,70.041,6.010,2.002,43594.493,2206.539,234.737,149.428,160.486,406.885,70.611,0.000,0.000
230,73.398,72851.936,72851.936,69133.777,18370.820,5135.691,3582.907,11515.842,498.742,358.227,72.784,6.068,1.751,44747.792,2181.795,236.998,150.868,162.032,410.912,71.291,0.000,0.000
231,73.779,71717.981,71717.981,70514.478,18439.817,5186.458,3622.659,12090.183,502.585,363.822,76.165,6.128,1.574,45463.964,2158.418,239.337,152.356,163.631,415.124,71.994,0.000,0.000
232,74.160,70864.655,70864.655,71392.422,18508.814,5238.718,3656.356,12621.791,506.215,369.927,80.319,6.190,1.454,45721.523,2136.703,241.742,153.888,165.275,419.524,72.718,0.000,0.000
233,74.541,69192.827,69192.827,71747.987,18577.812,5292.215,3683.766,13097.161,509.645,376.570,85.401,6.253,1.374,45514.457,2116.876,244.202,155.453,166.957,424.119,73.458,0.000,0.000
234,74.922,68047.090,68047.090,71578.787,18646.809,5346.670,3704.880,13503.867,512.896,383.770,91.579,6.317,1.324,44852.762,2099.091,246.702,157.045,168.667,428.925,74.210,0.000,0.000
235,75.303,65896.223,65896.223,70899.970,18715.806,5401.788,3719.914,13831.164,515.994,391.538,99.039,6.381,1.295,43762.134,2083.429,249.228,158.653,170.393,433.967,74.969,0.000,0.000
236,75.683,63298.488,63298.488,69743.637,18784.803,5457.271,3729.295,14070.531,518.965,399.877,107.975,6.446,1.280,42282.827,2069.908,251.764,160.267,172.127,439.289,75.732,0.000,0.000
237,76.064,60988.642,60988.642,68157.402,18853.801,5512.833,3733.641,14216.119,521.838,408.777,118.582,6.511,1.274,40467.783,2058.486,254.293,161.877,173.856,444.955,76.493,0.000,0.000
238,76.445,58676.674,58676.674,66202.214,18922.798,5568.214,3733.724,14265.086,524.640,418.212,131.054,6.575,1.275,38380.122,2049.076,256.802,163.474,175.572,451.056,77.248,0.000,0.000
239,76.826,55737.398,55737.398,63949.564,18991.795,5623.198,3730.436,14217.774,527.397,428.143,145.568,6.639,1.280,36090.191,2041.555,259.276,165.049,177.263,457.719,77.992,0.000,0.000
240,77.206,53762.097,53762.097,61478.274,19060.792,5677.627,3724.744,14077.735,530.130,438.514,162.275,6.701,1.287,33672.345,2035.776,261.702,166.594,178.922,465.115,78.722,0.000,0.000
241,77.587,51275.822,51275.822,58871.050,19129.790,5731.415,3717.643,13851.590,532.857,449.252,181.289,6.761,1.296,31201.667,2031.586,264.071,168.101,180.541,473.462,79.434,0.000,0.000
242,77.967,49116.887,49116.887,56211.005,19198.787,5784.561,3710.114,13548.737,535.591,460.263,202.668,6.820,1.306,28750.806,2028.827,266.374,169.567,182.115,483.042,80.127,0.000,0.000
243,78.348,46587.860,46587.860,53578.346,19267.784,5837.160,3703.082,13180.918,538.344,471.440,226.409,6.877,1.316,26387.124,2027.354,268.606,170.988,183.641,494.203,80.798,0.000,0.000
244,78.728,44970.443,44970.443,51047.380,19336.781,5889.408,3697.380,12761.684,541.123,482.658,252.426,6.933,1.326,24170.258,2027.037,270.764,172.362,185.117,507.370,81.448,0.000,0.000
245,79.109,43696.397,43696.397,48683.974,19405.779,5941.608,3693.721,12305.775,543.932,493.779,280.546,6.986,1.335,22150.220,2027.769,272.850,173.690,186.543,523.054,82.075,0.000,0.000
246,79.489,42097.104,42097.104,46543.554,19474.776,5994.170,3692.679,11828.476,546.776,504.657,310.502,7.038,1.345,20366.060,2029.468,274.866,174.973,187.921,541.854,82.681,0.000,0.000
247,79.869,40971.311,40971.311,44669.705,19543.773,6047.606,3694.670,11344.956,549.658,515.137,341.922,7.088,1.355,18845.128,2032.076,276.817,176.215,189.255,564.466,83.268,0.000,0.000
248,80.250,40629.829,40629.829,43093.364,19612.770,6102.525,3699.955,10869.657,552.580,525.064,374.340,7.136,1.364,17602.894,2035.562,278.711,177.421,190.550,591.678,83.838,0.000,0.000
249,80.630,40270.362,40270.362,41832.601,19681.768,6159.624,3708.638,10415.743,555.547,534.287,407.195,7.183,1.373,16643.277,2039.913,280.556,178.596,191.812,624.372,84.393,0.000,0.000
250,81.010,39657.283,39657.283,40892.927,19750.765,6219.672,3720.678,9994.643,558.562,542.666,439.848,7.230,1.382,15959.412,2045.137,282.364,179.746,193.048,663.513,84.937,0.000,0.000
251,81.391,39955.708,39955.708,40268.068,19819.762,6283.492,3735.901,9615.700,561.631,550.072,471.598,7.275,1.390,15534.764,2051.252,284.144,180.879,194.265,710.140,85.472,0.000,0.000
252,81.771,40222.078,40222.078,39941.119,19888.759,6351.945,3754.023,9285.945,564.759,556.400,501.706,7.320,1.399,15344.520,2058.282,285.908,182.002,195.470,765.344,86.003,0.000,0.000
253,82.151,40120.441,40120.441,39885.995,19957.757,6425.903,3774.669,9009.984,567.952,561.568,529.421,7.366,1.408,15357.144,2066.256,287.666,183.121,196.672,830.241,86.532,0.000,0.000
254,82.531,40540.893,40540.893,40069.102,20026.754,6506.222,3797.398,8790.001,571.217,565.525,554.014,7.411,1.416,15536.055,2075.193,289.429,184.244,197.878,905.947,87.062,0.000,0.000
255,82.911,41039.372,41039.372,40451.133,20095.751,6593.717,3821.726,8625.870,574.560,568.250,574.803,7.456,1.425,15841.325,2085.106,291.205,185.374,199.092,993.533,87.596,0.000,0.000
256,83.291,41656.591,41656.591,40988.921,20164.748,6689.130,3847.151,8515.348,577.986,569.755,591.191,7.502,1.434,16231.372,2095.992,293.004,186.519,200.322,1093.982,88.137,0.000,0.000
257,83.671,42031.221,42031.221,41637.291,20233.746,6793.096,3873.176,8454.339,581.500,570.087,602.690,7.549,1.443,16664.570,2107.832,294.831,187.682,201.571,1208.144,88.687,0.000,0.000
258,84.051,42597.703,42597.703,42350.830,20302.743,6906.113,3899.325,8437.215,585.103,569.324,608.943,7.597,1.452,17100.752,2120.585,296.691,188.867,202.843,1336.679,89.247,0.000,0.000
259,84.431,43209.378,43209.378,43085.538,20371.740,7028.511,3925.161,8457.163,588.798,567.575,609.747,7.645,1.461,17502.565,2134.190,298.588,190.075,204.140,1480.006,89.817,0.000,0.000
260,84.811,43543.369,43543.369,43800.302,20440.737,7160.418,3950.304,8506.552,592.581,564.973,605.060,7.695,1.470,17836.643,2148.566,300.524,191.307,205.464,1638.248,90.400,0.000,0.000
261,85.191,43913.021,43913.021,44458.155,20509.735,7301.739,3974.435,8577.292,596.451,561.672,595.003,7.745,1.480,18074.573,2163.612,302.499,192.564,206.814,1811.185,90.994,0.000,0.000
262,85.571,43888.646,43888.646,44909.482,20460.920,7414.433,3975.884,8631.484,596.964,555.315,579.515,7.752,1.481,18189.603,2168.062,302.767,192.735,206.997,1995.318,91.074,0.000,0.000
263,85.951,44242.288,44242.288,45246.200,20412.105,7535.372,3975.765,8690.763,597.527,548.592,559.377,7.760,1.483,18169.731,2172.863,303.058,192.920,207.196,2192.536,91.162,0.000,0.000
264,86.331,44738.523,44738.523,45448.772,20363.290,7663.683,3973.972,8747.640,598.129,541.683,535.137,7.768,1.484,18004.793,2177.867,303.367,193.116,207.407,2401.375,91.255,0.000,0.000
265,86.710,45014.138,45014.138,45504.193,20314.475,7798.227,3970.473,8795.373,598.758,534.761,507.442,7.776,1.486,17690.970,2182.925,303.688,193.321,207.627,2619.917,91.351,0.000,0.000
266,87.090,44916.578,44916.578,45405.878,20265.660,7937.615,3965.299,8828.154,599.402,527.993,477.008,7.784,1.488,17230.502,2187.885,304.017,193.530,207.851,2845.804,91.450,0.000,0.000
267,87.470,44438.738,44438.738,45153.291,20216.845,8080.226,3958.542,8841.253,600.047,521.525,444.589,7.793,1.489,16631.166,2192.597,304.345,193.739,208.076,3076.258,91.549,0.000,0.000
268,87.850,43711.251,43711.251,44751.351,20168.030,8224.240,3950.339,8831.109,600.681,515.488,410.944,7.801,1.491,15905.561,2196.923,304.667,193.944,208.296,3308.124,91.646,0.000,0.000
269,88.229,43398.066,43398.066,44209.661,20119.215,8367.678,3940.868,8795.365,601.290,509.989,376.809,7.809,1.492,15070.233,2200.733,304.976,194.141,208.507,3537.935,91.739,0.000,0.000
270,88.609,43137.204,43137.204,43541.598,20070.400,8508.451,3930.330,8732.855,601.861,505.107,342.871,7.816,1.494,14144.695,2203.913,305.266,194.326,208.706,3761.983,91.826,0.000,0.000
271,88.988,42720.155,42720.155,42763.342,20021.585,8644.412,3918.944,8643.548,602.384,500.898,309.745,7.823,1.495,13150.393,2206.368,305.532,194.495,208.887,3976.416,91.906,0.000,0.000
272,89.368,42164.384,42164.384,41892.875,19972.770,8773.421,3906.930,8528.446,602.849,497.389,277.959,7.829,1.496,12109.664,2208.018,305.768,194.645,209.048,4177.339,91.977,0.000,0.000
273,89.747,41142.785,41142.785,40949.026,19923.955,8893.405,3894.506,8389.460,603.246,494.583,247.943,7.834,1.497,11044.760,2208.804,305.969,194.773,209.186,4360.923,92.038,0.000,0.000
274,90.127,40258.734,40258.734,39950.596,19875.140,9002.420,3881.875,8229.247,603.569,492.459,220.027,7.838,1.498,9976.958,2208.685,306.133,194.877,209.298,4523.526,92.087,0.000,0.000
275,90.506,39418.925,39418.925,38915.609,19826.325,9098.713,3869.221,8051.042,603.812,490.974,194.436,7.842,1.499,8925.811,2207.640,306.256,194.956,209.382,4661.806,92.124,0.000,0.000
276,90.886,38085.115,38085.115,37860.706,19777.510,9180.775,3856.701,7858.478,603.971,490.066,171.302,7.844,1.499,7908.555,2205.662,306.337,195.007,209.438,4772.828,92.148,0.000,0.000
277,91.265,37745.119,37745.119,36800.713,19728.695,9247.391,3844.446,7655.407,604.044,489.659,150.668,7.845,1.499,6939.698,2202.761,306.374,195.030,209.463,4854.171,92.159,0.000,0.000
