ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,DE-2615,SE-2615,Xray-W,SE-1631,Backscatter,Xray-NaI,Esc-NaI,continuum
6781,2569.772,1451.024,1451.024,1548.741,1179.348,0.000,1548.741,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6782,2570.160,1517.877,1517.877,1554.850,1182.605,0.000,1554.850,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6783,2570.549,1501.487,1501.487,1560.955,1185.862,0.000,1560.955,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6784,2570.937,1602.414,1602.414,1561.324,1183.387,0.000,1561.324,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6785,2571.325,1583.105,1583.105,1561.689,1180.911,0.000,1561.689,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6786,2571.714,1586.335,1586.335,1562.050,1178.436,0.000,1562.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6787,2572.102,1577.490,1577.490,1562.406,1175.961,0.000,1562.406,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6788,2572.491,1514.254,1514.254,1562.757,1173.486,0.000,1562.757,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6789,2572.879,1560.794,1560.794,1563.103,1171.010,0.000,1563.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6790,2573.268,1546.718,1546.718,1563.442,1168.535,0.000,1563.442,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6791,2573.656,1607.257,1607.257,1563.775,1166.060,0.000,1563.775,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6792,2574.044,1650.178,1650.178,1564.100,1163.584,0.000,1564.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6793,2574.433,1536.561,1536.561,1564.419,1161.109,0.000,1564.419,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6794,2574.821,1631.173,1631.173,1564.730,1158.634,0.000,1564.730,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6795,2575.210,1636.416,1636.416,1565.033,1156.159,0.000,1565.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6796,2575.598,1700.487,1700.487,1565.327,1153.683,0.000,1565.327,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6797,2575.987,1675.875,1675.875,1565.612,1151.208,0.000,1565.612,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6798,2576.375,1638.563,1638.563,1565.887,1148.733,0.000,1565.887,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6799,2576.764,1638.411,1638.411,1566.153,1146.257,0.000,1566.153,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6800,2577.152,1693.865,1693.865,1566.408,1143.782,0.000,1566.408,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6801,2577.540,1682.406,1682.406,1566.653,1141.307,0.000,1566.653,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6802,2577.929,1691.946,1691.946,1566.886,1138.831,0.000,1566.886,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6803,2578.317,1688.634,1688.634,1567.108,1136.356,0.000,1567.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6804,2578.706,1744.330,1744.330,1567.317,1133.881,0.000,1567.317,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6805,2579.094,1774.948,1774.948,1567.514,1131.406,0.000,1567.514,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6806,2579.483,1742.102,1742.102,1567.698,1128.930,0.000,1567.698,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6807,2579.871,1764.568,1764.568,1567.869,1126.455,0.000,1567.869,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6808,2580.260,1819.102,1819.102,1568.026,1123.980,0.000,1568.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6809,2580.648,1741.401,1741.401,1568.169,1121.504,0.000,1568.169,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6810,2581.037,1750.409,1750.409,1568.297,1119.029,0.000,1568.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6811,2581.425,1726.404,1726.404,1568.410,1116.554,0.000,1568.410,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6812,2581.814,1821.480,1821.480,1568.507,1114.079,0.000,1568.507,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6813,2582.202,1810.556,1810.556,1568.588,1111.603,0.000,1568.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6814,2582.591,1871.563,1871.563,1568.653,1109.128,0.000,1568.653,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6815,2582.979,1801.095,1801.095,1568.701,1106.653,0.000,1568.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6816,2583.368,1871.561,1871.561,1568.732,1104.177,0.000,1568.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6817,2583.756,1780.097,1780.097,1568.745,1101.702,0.000,1568.745,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6818,2584.144,1877.563,1877.563,1568.739,1099.227,0.000,1568.739,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6819,2584.533,1846.487,1846.487,1568.716,1096.752,0.000,1568.716,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6820,2584.921,1824.328,1824.328,1568.673,1094.276,0.000,1568.673,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6821,2585.310,1906.026,1906.026,1568.611,1091.801,0.000,1568.611,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6822,2585.698,1914.482,1914.482,1568.528,1089.326,0.000,1568.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6823,2586.087,1870.789,1870.789,1568.426,1086.850,0.000,1568.426,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6824,2586.475,1936.024,1936.024,1568.303,1084.375,0.000,1568.303,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6825,2586.864,1950.718,1950.718,1568.159,1081.900,0.000,1568.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6826,2587.252,1954.791,1954.791,1567.993,1079.424,0.000,1567.993,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6827,2587.641,1894.482,1894.482,1567.805,1076.949,0.000,1567.805,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6828,2588.029,1897.789,1897.789,1567.595,1074.474,0.000,1567.595,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6829,2588.418,1971.867,1971.867,1567.362,1071.999,0.000,1567.362,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6830,2588.806,1952.794,1952.794,1567.106,1069.523,0.000,1567.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6831,2589.195,1936.789,1936.789,1566.827,1067.048,0.000,1566.827,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6832,2589.583,2014.946,2014.946,1566.523,1064.573,0.000,1566.523,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6833,2589.972,1914.325,1914.325,1566.195,1062.097,0.000,1566.195,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6834,2590.360,1972.485,1972.485,1565.842,1059.622,0.000,1565.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6835,2590.749,2018.715,2018.715,1565.464,1057.147,0.000,1565.464,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6836,2591.137,1994.637,1994.637,1565.061,1054.672,0.000,1565.061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6837,2591.526,2002.404,2002.404,1564.632,1052.196,0.000,1564.632,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6838,2591.915,2021.789,2021.789,1564.176,1049.721,0.000,1564.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6839,2592.303,1991.786,1991.786,1563.694,1047.246,0.000,1563.694,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6840,2592.692,2067.323,2067.323,1563.184,1044.770,0.000,1563.184,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6841,2593.080,1966.480,1966.480,1562.648,1042.295,0.000,1562.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6842,2593.469,1933.240,1933.240,1562.083,1039.820,0.000,1562.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6843,2593.857,2014.169,2014.169,1561.490,1037.344,0.000,1561.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6844,2594.246,2040.796,2040.796,1560.869,1034.869,0.000,1560.869,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6845,2594.634,2068.090,2068.090,1560.219,1032.394,0.000,1560.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6846,2595.023,2109.325,2109.325,1559.540,1029.919,0.000,1559.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6847,2595.411,2045.558,2045.558,1558.831,1027.443,0.000,1558.831,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6848,2595.800,2013.477,2013.477,1558.093,1024.968,0.000,1558.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6849,2596.188,2152.404,2152.404,1557.324,1022.493,0.000,1557.324,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6850,2596.577,2101.406,2101.406,1556.524,1020.017,0.000,1556.524,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6851,2596.965,2093.019,2093.019,1555.694,1017.542,0.000,1555.694,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6852,2597.354,2165.938,2165.938,1554.833,1015.067,0.000,1554.833,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6853,2597.742,2096.558,2096.558,1553.940,1012.592,0.000,1553.940,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6854,2598.131,2211.249,2211.249,1553.016,1010.116,0.000,1553.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6855,2598.520,2021.401,2021.401,1552.059,1007.641,0.000,1552.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6856,2598.908,2038.480,2038.480,1551.070,1005.166,0.000,1551.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6857,2599.297,2049.943,2049.943,1550.049,1002.690,0.000,1550.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6858,2599.685,2093.629,2093.629,1548.994,1000.215,0.000,1548.994,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6859,2600.074,2065.019,2065.019,1547.906,997.740,0.000,1547.906,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6860,2600.462,2090.249,2090.249,1546.785,995.264,0.000,1546.785,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6861,2600.851,2108.936,2108.936,1545.630,992.789,0.000,1545.630,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6862,2601.239,2156.627,2156.627,1544.441,990.314,0.000,1544.441,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6863,2601.628,2138.713,2138.713,1543.218,987.839,0.000,1543.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6864,2602.017,2243.019,2243.019,1541.960,985.363,0.000,1541.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6865,2602.405,2103.786,2103.786,1540.667,982.888,0.000,1540.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6866,2602.794,2135.247,2135.247,1539.340,980.413,0.000,1539.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6867,2603.182,2087.708,2087.708,1537.977,977.937,0.000,1537.977,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6868,2603.571,2103.941,2103.941,1536.579,975.462,0.000,1536.579,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6869,2603.959,2063.862,2063.862,1535.146,972.987,0.000,1535.146,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6870,2604.348,2242.862,2242.862,1533.676,970.512,0.000,1533.676,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6871,2604.737,2175.247,2175.247,1532.170,968.036,0.000,1532.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6872,2605.125,2114.176,2114.176,1530.629,965.561,0.000,1530.629,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6873,2605.514,2138.173,2138.173,1529.050,963.086,0.000,1529.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6874,2605.902,2235.333,2235.333,1527.436,960.610,0.000,1527.436,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6875,2606.291,2198.860,2198.860,1525.784,958.135,0.000,1525.784,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6876,2606.679,2175.166,2175.166,1524.096,955.660,0.000,1524.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6877,2607.068,2142.022,2142.022,1522.370,953.185,0.000,1522.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6878,2607.457,2161.632,2161.632,1520.607,950.709,0.000,1520.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6879,2607.845,2181.093,2181.093,1518.807,948.234,0.000,1518.807,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6880,2608.234,2181.477,2181.477,1516.969,945.759,0.000,1516.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6881,2608.622,2187.558,2187.558,1515.094,943.283,0.000,1515.094,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6882,2609.011,2199.019,2199.019,1513.181,940.808,0.000,1513.181,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6883,2609.400,2096.244,2096.244,1511.230,938.333,0.000,1511.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6884,2609.788,2245.708,2245.708,1509.241,935.857,0.000,1509.241,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6885,2610.177,2291.862,2291.862,1507.214,933.382,0.000,1507.214,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6886,2610.565,2199.019,2199.019,1505.149,930.907,0.000,1505.149,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6887,2610.954,2198.556,2198.556,1503.045,928.432,0.000,1503.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6888,2611.343,2232.553,2232.553,1500.904,925.956,0.000,1500.904,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6889,2611.731,2191.095,2191.095,1498.724,923.481,0.000,1498.724,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6890,2612.120,2291.708,2291.708,1496.505,921.006,0.000,1496.505,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6891,2612.508,2171.024,2171.024,1494.248,918.530,0.000,1494.248,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6892,2612.897,2227.399,2227.399,1491.952,916.055,0.000,1491.952,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6893,2613.286,2157.166,2157.166,1489.618,913.580,0.000,1489.618,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6894,2613.674,2235.941,2235.941,1487.245,911.105,0.000,1487.245,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6895,2614.063,2306.632,2306.632,1484.834,908.629,0.000,1484.834,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6896,2614.451,2195.095,2195.095,1482.384,906.154,0.000,1482.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6897,2614.840,2246.323,2246.323,1479.895,903.679,0.000,1479.895,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6898,2615.229,2268.171,2268.171,1477.368,901.203,0.000,1477.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6899,2615.617,2261.867,2261.867,1474.802,898.728,0.000,1474.802,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6900,2616.006,2222.784,2222.784,1472.197,896.253,0.000,1472.197,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6901,2616.394,2279.176,2279.176,1469.554,893.777,0.000,1469.554,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6902,2616.783,2278.781,2278.781,1466.873,891.302,0.000,1466.873,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6903,2617.172,2200.024,2200.024,1464.152,888.827,0.000,1464.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6904,2617.560,2354.249,2354.249,1461.394,886.352,0.000,1461.394,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6905,2617.949,2233.320,2233.320,1458.597,883.876,0.000,1458.597,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6906,2618.338,2259.634,2259.634,1455.761,881.401,0.000,1455.761,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6907,2618.726,2324.100,2324.100,1452.887,878.926,0.000,1452.887,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6908,2619.115,2165.634,2165.634,1449.976,876.450,0.000,1449.976,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6909,2619.503,2200.556,2200.556,1447.026,873.975,0.000,1447.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6910,2619.892,2187.017,2187.017,1444.038,871.500,0.000,1444.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6911,2620.281,2251.097,2251.097,1441.012,869.025,0.000,1441.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6912,2620.669,2228.244,2228.244,1437.948,866.549,0.000,1437.948,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6913,2621.058,2192.943,2192.943,1434.847,864.074,0.000,1434.847,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6914,2621.447,2211.789,2211.789,1431.708,861.599,0.000,1431.708,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6915,2621.835,2223.710,2223.710,1428.531,859.123,0.000,1428.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6916,2622.224,2185.485,2185.485,1425.318,856.648,0.000,1425.318,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6917,2622.613,2224.477,2224.477,1422.067,854.173,0.000,1422.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6918,2623.001,2200.482,2200.482,1418.779,851.698,0.000,1418.779,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6919,2623.390,2155.872,2155.872,1415.455,849.222,0.000,1415.455,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6920,2623.779,2310.100,2310.100,1412.094,846.747,0.000,1412.094,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6921,2624.167,2091.865,2091.865,1408.696,844.272,0.000,1408.696,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6922,2624.556,2212.639,2212.639,1405.262,841.796,0.000,1405.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6923,2624.945,2099.789,2099.789,1401.792,839.321,0.000,1401.792,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6924,2625.333,2151.330,2151.330,1398.286,836.846,0.000,1398.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6925,2625.722,2104.632,2104.632,1394.745,834.370,0.000,1394.745,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6926,2626.111,2263.713,2263.713,1391.168,831.895,0.000,1391.168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6927,2626.499,2183.406,2183.406,1387.555,829.420,0.000,1387.555,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6928,2626.888,2144.715,2144.715,1383.908,826.945,0.000,1383.908,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6929,2627.277,2153.017,2153.017,1380.226,824.469,0.000,1380.226,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6930,2627.665,2195.482,2195.482,1376.509,821.994,0.000,1376.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
